u_node_id,v_node_id,tau_idx,tau,frac,n_samples_used
12,13,95,0.95,0.927527129650116,4
12,13,96,0.96,0.9420217275619507,4
12,13,97,0.97,0.9565162658691406,4
12,13,98,0.98,0.9710108637809753,4
12,13,99,0.99,0.9855054616928101,4
12,13,100,1.0,1.0,4
12,14,0,0.0,0.0,1
12,14,1,0.01,0.009606599807739258,1
12,14,2,0.02,0.01921314001083374,1
12,14,3,0.03,0.028819739818572998,1
12,14,4,0.04,0.03842628002166748,1
12,14,5,0.05,0.04803287982940674,1
12,14,6,0.06,0.05763942003250122,1
12,14,7,0.07,0.06724601984024048,1
12,14,8,0.08,0.07685261964797974,1
12,14,9,0.09,0.08645915985107422,1
12,14,10,0.1,0.09606575965881348,1
12,14,11,0.11,0.10763615369796753,1
12,14,12,0.12,0.11920660734176636,1
12,14,13,0.13,0.13077706098556519,1
12,14,14,0.14,0.14234745502471924,1
12,14,15,0.15,0.15391790866851807,1
12,14,16,0.16,0.16548830270767212,1
12,14,17,0.17,0.17705875635147095,1
12,14,18,0.18,0.18862920999526978,1
12,14,19,0.19,0.20019960403442383,1
12,14,20,0.2,0.21177005767822266,1
12,14,21,0.21,0.22271811962127686,1
12,14,22,0.22,0.23366618156433105,1
12,14,23,0.23,0.24461430311203003,1
12,14,24,0.24,0.25556236505508423,1
12,14,25,0.25,0.2665104269981384,1
12,14,26,0.26,0.2774585485458374,1
12,14,27,0.27,0.2884066104888916,1
12,14,28,0.28,0.2993546724319458,1
12,14,29,0.29,0.3103027939796448,1
12,14,30,0.3,0.321250855922699,1
12,14,31,0.31,0.3322187066078186,1
12,14,32,0.32,0.343186616897583,1
12,14,33,0.33,0.35415446758270264,1
12,14,34,0.34,0.36512237787246704,1
12,14,35,0.35,0.37609022855758667,1
12,14,36,0.36,0.3870580792427063,1
12,14,37,0.37,0.3980259895324707,1
12,14,38,0.38,0.40899384021759033,1
12,14,39,0.39,0.41996175050735474,1
12,14,40,0.4,0.43092960119247437,1
12,14,41,0.41,0.4412059187889099,1
12,14,42,0.42,0.45148223638534546,1
12,14,43,0.43,0.461758553981781,1
12,14,44,0.44,0.47203487157821655,1
12,14,45,0.45,0.4823111891746521,1
12,14,46,0.46,0.49258750677108765,1
12,14,47,0.47,0.5028638243675232,1
12,14,48,0.48,0.5131401419639587,1
12,14,49,0.49,0.5234164595603943,1
12,14,50,0.5,0.5336928367614746,1
12,14,51,0.51,0.5439516305923462,1
12,14,52,0.52,0.5542104244232178,1
12,14,53,0.53,0.5644692778587341,1
12,14,54,0.54,0.5747281312942505,1
12,14,55,0.55,0.5849869251251221,1
12,14,56,0.56,0.5952457189559937,1
12,14,57,0.57,0.6055046319961548,1
12,14,58,0.58,0.6157634258270264,1
12,14,59,0.59,0.626022219657898,1
12,14,60,0.6,0.6362810730934143,1
12,14,61,0.61,0.6477530002593994,1
12,14,62,0.62,0.6592249870300293,1
12,14,63,0.63,0.6706968545913696,1
12,14,64,0.64,0.6821688413619995,1
12,14,65,0.65,0.6936407685279846,1
12,14,66,0.66,0.7051126956939697,1
12,14,67,0.67,0.7165846824645996,1
12,14,68,0.68,0.7280566096305847,1
12,14,69,0.69,0.7395285367965698,1
12,14,70,0.7,0.7510005235671997,1
12,14,71,0.71,0.7603723406791687,1
12,14,72,0.72,0.7697442173957825,1
12,14,73,0.73,0.7791160941123962,1
12,14,74,0.74,0.7884879112243652,1
12,14,75,0.75,0.797859787940979,1
12,14,76,0.76,0.8072316646575928,1
12,14,77,0.77,0.8166035413742065,1
12,14,78,0.78,0.8259754180908203,1
12,14,79,0.79,0.8353472352027893,1
12,14,80,0.8,0.8447191119194031,1
12,14,81,0.81,0.8551740646362305,1
12,14,82,0.82,0.8656289577484131,1
12,14,83,0.83,0.8760838508605957,1
12,14,84,0.84,0.8865388035774231,1
12,14,85,0.85,0.8969936966896057,1
12,14,86,0.86,0.9074486494064331,1
12,14,87,0.87,0.9179035425186157,1
12,14,88,0.88,0.9283584952354431,1
12,14,89,0.89,0.9388133883476257,1
12,14,90,0.9,0.9492683410644531,1
12,14,91,0.91,0.954341471195221,1
12,14,92,0.92,0.9594146609306335,1
12,14,93,0.93,0.9644878506660461,1
12,14,94,0.94,0.969560980796814,1
12,14,95,0.95,0.9746341705322266,1
12,14,96,0.96,0.9797073602676392,1
12,14,97,0.97,0.984780490398407,1
12,14,98,0.98,0.9898536801338196,1
12,14,99,0.99,0.9949268102645874,1
12,14,100,1.0,1.0,1
12,15,0,0.0,0.0,5
12,15,1,0.01,0.009151875972747803,5
12,15,2,0.02,0.018303751945495605,5
12,15,3,0.03,0.027455627918243408,5
12,15,4,0.04,0.03660750389099121,5
12,15,5,0.05,0.045759379863739014,5
12,15,6,0.06,0.054911255836486816,5
12,15,7,0.07,0.06406313180923462,5
12,15,8,0.08,0.07321500778198242,5
12,15,9,0.09,0.08236688375473022,5
12,15,10,0.1,0.09151875972747803,5
12,15,11,0.11,0.10067063570022583,5
12,15,12,0.12,0.10982251167297363,5
12,15,13,0.13,0.11897438764572144,5
12,15,14,0.14,0.12812626361846924,5
12,15,15,0.15,0.13727813959121704,5
12,15,16,0.16,0.14643001556396484,5
12,15,17,0.17,0.15558189153671265,5
12,15,18,0.18,0.16473376750946045,5
12,15,19,0.19,0.17388564348220825,5
12,15,20,0.2,0.18303751945495605,5
12,15,21,0.21,0.19218939542770386,5
12,15,22,0.22,0.20134127140045166,5
12,15,23,0.23,0.21049314737319946,5
12,15,24,0.24,0.21964502334594727,5
12,15,25,0.25,0.22879689931869507,5
12,15,26,0.26,0.23794877529144287,5
12,15,27,0.27,0.25017833709716797,5
12,15,28,0.28,0.2624341547489166,5
12,15,29,0.29,0.2746899724006653,5
12,15,30,0.3,0.28694579005241394,5
12,15,31,0.31,0.2992016077041626,5
12,15,32,0.32,0.31145745515823364,5
12,15,33,0.33,0.3237132728099823,5
12,15,34,0.34,0.33596909046173096,5
12,15,35,0.35,0.3482249081134796,5
12,15,36,0.36,0.36000001430511475,5
12,15,37,0.37,0.3700000047683716,5
12,15,38,0.38,0.3799999952316284,5
12,15,39,0.39,0.38999998569488525,5
12,15,40,0.4,0.3999999761581421,5
12,15,41,0.41,0.4099999964237213,5
12,15,42,0.42,0.41999998688697815,5
12,15,43,0.43,0.4300000071525574,5
12,15,44,0.44,0.4399999976158142,5
12,15,45,0.45,0.44999998807907104,5
12,15,46,0.46,0.4599999785423279,5
12,15,47,0.47,0.4699999988079071,5
12,15,48,0.48,0.47999998927116394,5
12,15,49,0.49,0.49000000953674316,5
12,15,50,0.5,0.5,5
12,15,51,0.51,0.5099999904632568,5
12,15,52,0.52,0.5199999809265137,5
12,15,53,0.53,0.5299999713897705,5
12,15,54,0.54,0.5399999618530273,5
12,15,55,0.55,0.550000011920929,5
12,15,56,0.56,0.5600000023841858,5
12,15,57,0.57,0.5699999928474426,5
12,15,58,0.58,0.5799999833106995,5
12,15,59,0.59,0.5899999737739563,5
12,15,60,0.6,0.6000000238418579,5
12,15,61,0.61,0.6100000143051147,5
12,15,62,0.62,0.6200000047683716,5
12,15,63,0.63,0.6299999952316284,5
12,15,64,0.64,0.6399999856948853,5
12,15,65,0.65,0.6499999761581421,5
12,15,66,0.66,0.6599999666213989,5
12,15,67,0.67,0.6699999570846558,5
12,15,68,0.68,0.6800000071525574,5
12,15,69,0.69,0.6899999976158142,5
12,15,70,0.7,0.699999988079071,5
12,15,71,0.71,0.7099999785423279,5
12,15,72,0.72,0.7200000286102295,5
12,15,73,0.73,0.7300000190734863,5
12,15,74,0.74,0.7400000095367432,5
12,15,75,0.75,0.75,5
12,15,76,0.76,0.7599999904632568,5
12,15,77,0.77,0.7699999809265137,5
12,15,78,0.78,0.7799999713897705,5
12,15,79,0.79,0.7900000214576721,5
12,15,80,0.8,0.800000011920929,5
12,15,81,0.81,0.8100000023841858,5
12,15,82,0.82,0.8199999928474426,5
12,15,83,0.83,0.8299999833106995,5
12,15,84,0.84,0.8399999737739563,5
12,15,85,0.85,0.8500000238418579,5
12,15,86,0.86,0.8600000143051147,5
12,15,87,0.87,0.8700000047683716,5
12,15,88,0.88,0.8799999952316284,5
12,15,89,0.89,0.8899999856948853,5
12,15,90,0.9,0.8999999761581421,5
12,15,91,0.91,0.9099999666213989,5
12,15,92,0.92,0.9200000166893005,5
12,15,93,0.93,0.9300000071525574,5
12,15,94,0.94,0.9399999976158142,5
12,15,95,0.95,0.949999988079071,5
12,15,96,0.96,0.9599999785423279,5
12,15,97,0.97,0.9700000286102295,5
12,15,98,0.98,0.9800000190734863,5
12,15,99,0.99,0.9900000095367432,5
12,15,100,1.0,1.0,5
13,9,0,0.0,0.0,2
13,9,1,0.01,0.004162251949310303,2
13,9,2,0.02,0.00832456350326538,2
13,9,3,0.03,0.012486815452575684,2
13,9,4,0.04,0.01664912700653076,2
13,9,5,0.05,0.020811378955841064,2
13,9,6,0.06,0.024973690509796143,2
13,9,7,0.07,0.029135942459106445,2
13,9,8,0.08,0.03329825401306152,2
13,9,9,0.09,0.037460505962371826,2
13,9,10,0.1,0.04162275791168213,2
13,9,11,0.11,0.04578506946563721,2
13,9,12,0.12,0.049947381019592285,2
13,9,13,0.13,0.05410963296890259,2
13,9,14,0.14,0.05827188491821289,2
13,9,15,0.15,0.06243419647216797,2
13,9,16,0.16,0.06659644842147827,2
13,9,17,0.17,0.07075875997543335,2
13,9,18,0.18,0.07492101192474365,2
13,9,19,0.19,0.07908332347869873,2
13,9,20,0.2,0.08324557542800903,2
13,9,21,0.21,0.08740782737731934,2
13,9,22,0.22,0.09157013893127441,2
13,9,23,0.23,0.09573245048522949,2
13,9,24,0.24,0.0998947024345398,2
13,9,25,0.25,0.1040569543838501,2
13,9,26,0.26,0.11579972505569458,2
13,9,27,0.27,0.12754249572753906,2
13,9,28,0.28,0.13928526639938354,2
13,9,29,0.29,0.15102803707122803,2
13,9,30,0.3,0.16277074813842773,2
13,9,31,0.31,0.174513578414917,2
13,9,32,0.32,0.1862562894821167,2
13,9,33,0.33,0.19799911975860596,2
13,9,34,0.34,0.20974183082580566,2
13,9,35,0.35,0.22148460149765015,2
13,9,36,0.36,0.23322737216949463,2
13,9,37,0.37,0.2449701428413391,2
13,9,38,0.38,0.2567129135131836,2
13,9,39,0.39,0.2684556245803833,2
13,9,40,0.4,0.28019845485687256,2
13,9,41,0.41,0.29194116592407227,2
13,9,42,0.42,0.3036839962005615,2
13,9,43,0.43,0.31542670726776123,2
13,9,44,0.44,0.3271694779396057,2
13,9,45,0.45,0.3389122486114502,2
13,9,46,0.46,0.3506550192832947,2
13,9,47,0.47,0.36239778995513916,2
13,9,48,0.48,0.37414050102233887,2
13,9,49,0.49,0.3858833312988281,2
13,9,50,0.5,0.39762604236602783,2
13,9,51,0.51,0.41149938106536865,2
13,9,52,0.52,0.4253727197647095,2
13,9,53,0.53,0.4392460584640503,2
13,9,54,0.54,0.4531193971633911,2
13,9,55,0.55,0.46699267625808716,2
13,9,56,0.56,0.480866014957428,2
13,9,57,0.57,0.494739294052124,2
13,9,58,0.58,0.5086126327514648,2
13,9,59,0.59,0.5224859714508057,2
13,9,60,0.6,0.5363593101501465,2
13,9,61,0.61,0.5502326488494873,2
13,9,62,0.62,0.5641059279441833,2
13,9,63,0.63,0.5779792666435242,2
13,9,64,0.64,0.591852605342865,2
13,9,65,0.65,0.605725884437561,2
13,9,66,0.66,0.6195992231369019,2
13,9,67,0.67,0.6334725618362427,2
13,9,68,0.68,0.6473459005355835,2
13,9,69,0.69,0.6612192392349243,2
13,9,70,0.7,0.6750925183296204,2
13,9,71,0.71,0.6889658570289612,2
13,9,72,0.72,0.702839195728302,2
13,9,73,0.73,0.716712474822998,2
13,9,74,0.74,0.7305858135223389,2
13,9,75,0.75,0.7444591522216797,2
13,9,76,0.76,0.7546808123588562,2
13,9,77,0.77,0.7649024128913879,2
13,9,78,0.78,0.7751240730285645,2
13,9,79,0.79,0.7853456735610962,2
13,9,80,0.8,0.7955673336982727,2
13,9,81,0.81,0.8057889342308044,2
13,9,82,0.82,0.816010594367981,2
13,9,83,0.83,0.8262321949005127,2
13,9,84,0.84,0.8364538550376892,2
13,9,85,0.85,0.8466755151748657,2
13,9,86,0.86,0.8568971157073975,2
13,9,87,0.87,0.867118775844574,2
13,9,88,0.88,0.8773404359817505,2
13,9,89,0.89,0.8875620365142822,2
13,9,90,0.9,0.897783637046814,2
13,9,91,0.91,0.9080052971839905,2
13,9,92,0.92,0.918226957321167,2
13,9,93,0.93,0.9284485578536987,2
13,9,94,0.94,0.9386701583862305,2
13,9,95,0.95,0.948891818523407,2
13,9,96,0.96,0.9591134786605835,2
13,9,97,0.97,0.9693350791931152,2
13,9,98,0.98,0.9795567393302917,2
13,9,99,0.99,0.9897783398628235,2
13,9,100,1.0,1.0,2
13,11,0,0.0,0.0,6
13,11,1,0.01,0.004060804843902588,6
13,11,2,0.02,0.008121609687805176,6
13,11,3,0.03,0.012182354927062988,6
13,11,4,0.04,0.0162431001663208,6
13,11,5,0.05,0.020303964614868164,6
13,11,6,0.06,0.024364709854125977,6
13,11,7,0.07,0.02842545509338379,6
13,11,8,0.08,0.03248625993728638,6
13,11,9,0.09,0.036547064781188965,6
13,11,10,0.1,0.04060781002044678,6
13,11,11,0.11,0.04241585731506348,6
13,11,12,0.12,0.0442238450050354,6
13,11,13,0.13,0.046031832695007324,6
13,11,14,0.14,0.04919993877410889,6
13,11,15,0.15,0.05271422863006592,6
13,11,16,0.16,0.05622851848602295,6
13,11,17,0.17,0.05974280834197998,6
13,11,18,0.18,0.06325709819793701,6
13,11,19,0.19,0.06677138805389404,6
13,11,20,0.2,0.07028567790985107,6
13,11,21,0.21,0.0737999677658081,6
13,11,22,0.22,0.07731425762176514,6
13,11,23,0.23,0.08082854747772217,6
13,11,24,0.24,0.08434277772903442,6
13,11,25,0.25,0.08785712718963623,6
13,11,26,0.26,0.09137135744094849,6
13,11,27,0.27,0.09488564729690552,6
13,11,28,0.28,0.09839993715286255,6
13,11,29,0.29,0.10191422700881958,6
13,11,30,0.3,0.10542851686477661,6
13,11,31,0.31,0.10894280672073364,6
13,11,32,0.32,0.1124570369720459,6
13,11,33,0.33,0.1165776252746582,6
13,11,34,0.34,0.12467849254608154,6
13,11,35,0.35,0.13340288400650024,6
13,11,36,0.36,0.14212727546691895,6
13,11,37,0.37,0.15085160732269287,6
13,11,38,0.38,0.15957605838775635,6
13,11,39,0.39,0.16830039024353027,6
13,11,40,0.4,0.17702484130859375,6
13,11,41,0.41,0.19031548500061035,6
13,11,42,0.42,0.20360618829727173,6
13,11,43,0.43,0.2168968915939331,6
13,11,44,0.44,0.2302253246307373,6
13,11,45,0.45,0.24383747577667236,6
13,11,46,0.46,0.2574496269226074,6
13,11,47,0.47,0.2710617780685425,6
13,11,48,0.48,0.28467392921447754,6
13,11,49,0.49,0.2982861399650574,6
13,11,50,0.5,0.31189829111099243,6
13,11,51,0.51,0.32612329721450806,6
13,11,52,0.52,0.3403482437133789,6
13,11,53,0.53,0.35457324981689453,6
13,11,54,0.54,0.36879825592041016,6
13,11,55,0.55,0.3830232620239258,6
13,11,56,0.56,0.3972482681274414,6
13,11,57,0.57,0.41147321462631226,6
13,11,58,0.58,0.4256982207298279,6
13,11,59,0.59,0.43992316722869873,6
13,11,60,0.6,0.45414817333221436,6
13,11,61,0.61,0.4681967496871948,6
13,11,62,0.62,0.4822453260421753,6
13,11,63,0.63,0.49629390239715576,6
13,11,64,0.64,0.5103424787521362,6
13,11,65,0.65,0.5243910551071167,6
13,11,66,0.66,0.5384395718574524,6
13,11,67,0.67,0.5542527437210083,6
13,11,68,0.68,0.5735951662063599,6
13,11,69,0.69,0.5929375290870667,6
13,11,70,0.7,0.6122798919677734,6
13,11,71,0.71,0.6318613290786743,6
13,11,72,0.72,0.6514426469802856,6
13,11,73,0.73,0.6710240244865417,6
13,11,74,0.74,0.6906054019927979,6
13,11,75,0.75,0.710186779499054,6
13,11,76,0.76,0.7297681570053101,6
13,11,77,0.77,0.7493495941162109,6
13,11,78,0.78,0.7689309120178223,6
13,11,79,0.79,0.7885122895240784,6
13,11,80,0.8,0.8080936670303345,6
13,11,81,0.81,0.8179905414581299,6
13,11,82,0.82,0.8278874158859253,6
13,11,83,0.83,0.8377842903137207,6
13,11,84,0.84,0.8476811647415161,6
13,11,85,0.85,0.8575779795646667,6
13,11,86,0.86,0.8674748539924622,6
13,11,87,0.87,0.8773717284202576,6
13,11,88,0.88,0.887268602848053,6
13,11,89,0.89,0.8971654176712036,6
13,11,90,0.9,0.907062292098999,6
13,11,91,0.91,0.916356086730957,6
13,11,92,0.92,0.9256498217582703,6
13,11,93,0.93,0.9349436163902283,6
13,11,94,0.94,0.9442373514175415,6
13,11,95,0.95,0.9535311460494995,6
13,11,96,0.96,0.9628249406814575,6
13,11,97,0.97,0.9721186757087708,6
13,11,98,0.98,0.9814124703407288,6
13,11,99,0.99,0.990706205368042,6
13,11,100,1.0,1.0,6
13,12,0,0.0,0.0,4
13,12,1,0.01,0.014494538307189941,4
13,12,2,0.02,0.028989136219024658,4
13,12,3,0.03,0.043483734130859375,4
13,12,4,0.04,0.057978272438049316,4
13,12,5,0.05,0.07247287034988403,4
13,12,6,0.06,0.08696746826171875,4
13,12,7,0.07,0.10146200656890869,4
13,12,8,0.08,0.11595660448074341,4
13,12,9,0.09,0.13045120239257812,4
13,12,10,0.1,0.14494574069976807,4
13,12,11,0.11,0.15944033861160278,4
13,12,12,0.12,0.1739349365234375,4
13,12,13,0.13,0.18842947483062744,4
13,12,14,0.14,0.20292401313781738,4
13,12,15,0.15,0.2174186110496521,4
13,12,16,0.16,0.23191320896148682,4
13,12,17,0.17,0.24640774726867676,4
13,12,18,0.18,0.26090240478515625,4
13,12,19,0.19,0.2753969430923462,4
13,12,20,0.2,0.28989148139953613,4
13,12,21,0.21,0.30438607931137085,4
13,12,22,0.22,0.31888067722320557,4
13,12,23,0.23,0.3333752155303955,4
13,12,24,0.24,0.3478698134422302,4
13,12,25,0.25,0.36236441135406494,4
13,12,26,0.26,0.3768589496612549,4
13,12,27,0.27,0.3913535475730896,4
13,12,28,0.28,0.40584808588027954,4
13,12,29,0.29,0.42034268379211426,4
13,12,30,0.3,0.434837281703949,4
13,12,31,0.31,0.4493318200111389,4
13,12,32,0.32,0.46382641792297363,4
13,12,33,0.33,0.47832101583480835,4
13,12,34,0.34,0.49281561374664307,4
13,12,35,0.35,0.507310152053833,4
13,12,36,0.36,0.521804690361023,4
13,12,37,0.37,0.5362992882728577,4
13,12,38,0.38,0.5507938861846924,4
13,12,39,0.39,0.5652884244918823,4
13,12,40,0.4,0.579783022403717,4
13,12,41,0.41,0.5942776203155518,4
13,12,42,0.42,0.6087721586227417,4
13,12,43,0.43,0.6232667565345764,4
13,12,44,0.44,0.6377613544464111,4
13,12,45,0.45,0.6522558927536011,4
13,12,46,0.46,0.6667504906654358,4
13,12,47,0.47,0.6812450885772705,4
13,12,48,0.48,0.6957396268844604,4
13,12,49,0.49,0.7102341651916504,4
13,12,50,0.5,0.7247287631034851,4
13,12,51,0.51,0.7302341461181641,4
13,12,52,0.52,0.7357395887374878,4
13,12,53,0.53,0.7412450313568115,4
13,12,54,0.54,0.7467504739761353,4
13,12,55,0.55,0.752255916595459,4
13,12,56,0.56,0.7577612996101379,4
13,12,57,0.57,0.7632667422294617,4
13,12,58,0.58,0.7687721848487854,4
13,12,59,0.59,0.7742775678634644,4
13,12,60,0.6,0.7797830104827881,4
13,12,61,0.61,0.7852884531021118,4
13,12,62,0.62,0.7907938957214355,4
13,12,63,0.63,0.7962992787361145,4
13,12,64,0.64,0.8018047213554382,4
13,12,65,0.65,0.8073101043701172,4
13,12,66,0.66,0.8128155469894409,4
13,12,67,0.67,0.8183209896087646,4
13,12,68,0.68,0.8238264322280884,4
13,12,69,0.69,0.8293318152427673,4
13,12,70,0.7,0.8348372578620911,4
13,12,71,0.71,0.8403427004814148,4
13,12,72,0.72,0.8458481431007385,4
13,12,73,0.73,0.8513535261154175,4
13,12,74,0.74,0.8568589687347412,4
13,12,75,0.75,0.8623644113540649,4
13,12,76,0.76,0.8678697943687439,4
13,12,77,0.77,0.8733752369880676,4
13,12,78,0.78,0.8788806796073914,4
13,12,79,0.79,0.8843860626220703,4
13,12,80,0.8,0.889891505241394,4
13,12,81,0.81,0.8953969478607178,4
13,12,82,0.82,0.9009023308753967,4
13,12,83,0.83,0.9064077734947205,4
13,12,84,0.84,0.9119132161140442,4
13,12,85,0.85,0.9174186587333679,4
13,12,86,0.86,0.9229240417480469,4
13,12,87,0.87,0.9284294843673706,4
13,12,88,0.88,0.9339349269866943,4
13,12,89,0.89,0.9394403100013733,4
13,12,90,0.9,0.944945752620697,4
13,12,91,0.91,0.9504511952400208,4
13,12,92,0.92,0.9559566378593445,4
13,12,93,0.93,0.9614620208740234,4
13,12,94,0.94,0.9669674634933472,4
13,12,95,0.95,0.9724729061126709,4
13,12,96,0.96,0.9779782891273499,4
13,12,97,0.97,0.9834837317466736,4
13,12,98,0.98,0.9889891743659973,4
13,12,99,0.99,0.9944945573806763,4
13,12,100,1.0,1.0,4
14,12,0,0.0,0.0,1
14,12,1,0.01,0.005073189735412598,1
14,12,2,0.02,0.01014631986618042,1
14,12,3,0.03,0.015219509601593018,1
14,12,4,0.04,0.02029263973236084,1
14,12,5,0.05,0.025365829467773438,1
14,12,6,0.06,0.030439019203186035,1
14,12,7,0.07,0.03551214933395386,1
14,12,8,0.08,0.040585339069366455,1
14,12,9,0.09,0.04565852880477905,1
14,12,10,0.1,0.050731658935546875,1
14,12,11,0.11,0.06118661165237427,1
14,12,12,0.12,0.07164150476455688,1
14,12,13,0.13,0.08209645748138428,1
14,12,14,0.14,0.0925513505935669,1
14,12,15,0.15,0.10300630331039429,1
14,12,16,0.16,0.1134611964225769,1
14,12,17,0.17,0.1239161491394043,1
14,12,18,0.18,0.13437104225158691,1
14,12,19,0.19,0.14482593536376953,1
14,12,20,0.2,0.15528088808059692,1
14,12,21,0.21,0.1646527647972107,1
14,12,22,0.22,0.1740245819091797,1
14,12,23,0.23,0.18339645862579346,1
14,12,24,0.24,0.19276833534240723,1
14,12,25,0.25,0.202140212059021,1
14,12,26,0.26,0.21151208877563477,1
14,12,27,0.27,0.22088390588760376,1
14,12,28,0.28,0.23025578260421753,1
14,12,29,0.29,0.2396276593208313,1
14,12,30,0.3,0.2489994764328003,1
14,12,31,0.31,0.2604714632034302,1
14,12,32,0.32,0.2719433903694153,1
14,12,33,0.33,0.2834153175354004,1
14,12,34,0.34,0.2948873043060303,1
14,12,35,0.35,0.3063592314720154,1
14,12,36,0.36,0.3178311586380005,1
14,12,37,0.37,0.32930314540863037,1
14,12,38,0.38,0.3407750129699707,1
14,12,39,0.39,0.3522469997406006,1
14,12,40,0.4,0.3637189269065857,1
14,12,41,0.41,0.37397778034210205,1
14,12,42,0.42,0.38423657417297363,1
14,12,43,0.43,0.3944953680038452,1
14,12,44,0.44,0.40475428104400635,1
14,12,45,0.45,0.41501307487487793,1
14,12,46,0.46,0.4252718687057495,1
14,12,47,0.47,0.43553072214126587,1
14,12,48,0.48,0.4457895755767822,1
14,12,49,0.49,0.4560483694076538,1
14,12,50,0.5,0.4663071632385254,1
14,12,51,0.51,0.4765835404396057,1
14,12,52,0.52,0.48685985803604126,1
14,12,53,0.53,0.4971361756324768,1
14,12,54,0.54,0.5074124932289124,1
14,12,55,0.55,0.5176888108253479,1
14,12,56,0.56,0.5279651284217834,1
14,12,57,0.57,0.538241446018219,1
14,12,58,0.58,0.5485177636146545,1
14,12,59,0.59,0.5587940812110901,1
14,12,60,0.6,0.5690703988075256,1
14,12,61,0.61,0.5800382494926453,1
14,12,62,0.62,0.5910061597824097,1
14,12,63,0.63,0.6019740104675293,1
14,12,64,0.64,0.6129419207572937,1
14,12,65,0.65,0.6239097714424133,1
14,12,66,0.66,0.634877622127533,1
14,12,67,0.67,0.6458455324172974,1
14,12,68,0.68,0.656813383102417,1
14,12,69,0.69,0.6677812933921814,1
14,12,70,0.7,0.678749144077301,1
14,12,71,0.71,0.6896972060203552,1
14,12,72,0.72,0.7006453275680542,1
14,12,73,0.73,0.7115933895111084,1
14,12,74,0.74,0.7225414514541626,1
14,12,75,0.75,0.7334895730018616,1
14,12,76,0.76,0.7444376349449158,1
14,12,77,0.77,0.75538569688797,1
14,12,78,0.78,0.766333818435669,1
14,12,79,0.79,0.7772818803787231,1
14,12,80,0.8,0.7882299423217773,1
14,12,81,0.81,0.7998003959655762,1
14,12,82,0.82,0.8113707900047302,1
14,12,83,0.83,0.822941243648529,1
14,12,84,0.84,0.8345116972923279,1
14,12,85,0.85,0.8460820913314819,1
14,12,86,0.86,0.8576525449752808,1
14,12,87,0.87,0.8692229390144348,1
14,12,88,0.88,0.8807933926582336,1
14,12,89,0.89,0.8923638463020325,1
14,12,90,0.9,0.9039342403411865,1
14,12,91,0.91,0.9135408401489258,1
14,12,92,0.92,0.9231473803520203,1
14,12,93,0.93,0.9327539801597595,1
14,12,94,0.94,0.9423605799674988,1
14,12,95,0.95,0.9519671201705933,1
14,12,96,0.96,0.9615737199783325,1
14,12,97,0.97,0.971180260181427,1
14,12,98,0.98,0.9807868599891663,1
14,12,99,0.99,0.9903934001922607,1
14,12,100,1.0,1.0,1
14,15,0,0.0,0.0,4
14,15,1,0.01,0.010345488786697388,4
14,15,2,0.02,0.020690977573394775,4
14,15,3,0.03,0.03103649616241455,4
14,15,4,0.04,0.04138198494911194,4
14,15,5,0.05,0.051727473735809326,4
14,15,6,0.06,0.062072962522506714,4
14,15,7,0.07,0.07241848111152649,4
14,15,8,0.08,0.08276396989822388,4
14,15,9,0.09,0.09310945868492126,4
14,15,10,0.1,0.10345494747161865,4
14,15,11,0.11,0.11380046606063843,4
14,15,12,0.12,0.12414595484733582,4
14,15,13,0.13,0.1344914436340332,4
14,15,14,0.14,0.1448369324207306,4
14,15,15,0.15,0.15518245100975037,4
14,15,16,0.16,0.16552793979644775,4
14,15,17,0.17,0.17587342858314514,4
14,15,18,0.18,0.18621891736984253,4
14,15,19,0.19,0.1965644359588623,4
14,15,20,0.2,0.2069099247455597,4
14,15,21,0.21,0.21725541353225708,4
14,15,22,0.22,0.22760090231895447,4
14,15,23,0.23,0.23794642090797424,4
14,15,24,0.24,0.24829190969467163,4
14,15,25,0.25,0.258637398481369,4
14,15,26,0.26,0.27094364166259766,4
14,15,27,0.27,0.2832499146461487,4
14,15,28,0.28,0.2955561578273773,4
14,15,29,0.29,0.30786240100860596,4
14,15,30,0.3,0.320168673992157,4
14,15,31,0.31,0.33247488737106323,4
14,15,32,0.32,0.34478119015693665,4
14,15,33,0.33,0.3570874333381653,4
14,15,34,0.34,0.36476925015449524,4
14,15,35,0.35,0.37013882398605347,4
14,15,36,0.36,0.3755083978176117,4
14,15,37,0.37,0.3808779716491699,4
14,15,38,0.38,0.38889411091804504,4
14,15,39,0.39,0.39955684542655945,4
14,15,40,0.4,0.4102195203304291,4
14,15,41,0.41,0.4208822548389435,4
14,15,42,0.42,0.4315449595451355,4
14,15,43,0.43,0.4422076344490051,4
14,15,44,0.44,0.45287036895751953,4
14,15,45,0.45,0.46353304386138916,4
14,15,46,0.46,0.47419577836990356,4
14,15,47,0.47,0.4848584830760956,4
14,15,48,0.48,0.4955211877822876,4
14,15,49,0.49,0.5061838626861572,4
14,15,50,0.5,0.5168465971946716,4
14,15,51,0.51,0.5277920365333557,4
14,15,52,0.52,0.5387374758720398,4
14,15,53,0.53,0.5496829152107239,4
14,15,54,0.54,0.560628354549408,4
14,15,55,0.55,0.571573793888092,4
14,15,56,0.56,0.5825192332267761,4
14,15,57,0.57,0.5934646725654602,4
14,15,58,0.58,0.6044101119041443,4
