u_node_id,v_node_id,edge_distance,time_s,energy_J,mean_speed,mean_power_W,slowdown_idx,samples,energy_J_per_m
28,34,0.6100819706916809,4.0,307.23125000001164,0.2859433564264112,76.80781250000291,0.044370203185488566,4,503.5901153605441
34,33,0.5456188917160034,5.0,381.9156249999651,0.19510819243346772,76.38312499999302,0.347943576580261,5,699.9677445163566
33,6,1.2208967208862305,6.0,455.09223790321266,0.21933293872647844,75.84870631720212,0.2669838729970422,6,372.75244508222454
6,33,1.3053491115570068,6.0,454.64102822582936,0.2134887958786962,75.7735047043049,0.28651514349752816,6,348.2907554773131
33,34,0.5456188917160034,5.0,366.01955645158887,0.17573363904838707,73.20391129031778,0.41269381504058844,5,670.8337302992495
29,26,0.6646413803100586,4.0,307.856451612839,0.2949823280493951,76.96411290320975,0.014161735594435343,4,463.1918215342271
25,23,0.9280086159706116,6.0,451.3920607282198,0.16187093570656158,75.23201012136997,0.45902331380359906,6,486.40934249959014
23,20,3.1761534214019775,6.0,461.57500000001164,0.2977656341397849,76.9291666666686,0.004859857534133871,6,145.3251586934579
20,21,0.9051191210746765,6.0,451.61088709678734,0.14050842311155912,75.26848118279788,0.5304173613021758,6,498.9518800139538
21,14,4.371143817901611,6.0,458.7143145161099,0.29830308217864127,76.45238575268498,0.0030636928440728184,6,104.94148296779626
14,15,0.5930969715118408,4.0,292.481414473732,0.2986714782138688,73.120353618433,0.0018325041475019122,4,493.14265376904353
13,11,0.5543110370635986,4.0,301.11755952384556,0.29884555186491935,75.27938988096139,0.0012507456836468034,4,543.228511412983
11,2,3.520909070968628,6.0,461.6343750000233,0.29890468072916665,76.93906250000389,0.0010531355512320983,6,131.11226836455174
2,11,3.520909070968628,6.0,462.4750000000349,0.29832149275873654,77.07916666667249,0.0030021642282813676,6,131.35102062513778
11,13,0.33970576524734497,4.0,306.14677419356303,0.2980222735024132,76.53669354839076,0.004002162412176324,4,901.2115940118146
15,14,0.3606937825679779,4.0,309.3722782257828,0.29867906232358865,77.3430695564457,0.0018071578645135755,4,857.7144746526845
14,21,4.371143817901611,6.0,460.5843749999767,0.2986949525705645,76.76406249999611,0.0017540522645841383,6,105.3693024497836
21,20,1.1300442218780518,6.0,447.80483870964963,0.14136277367271502,74.63413978494161,0.5275621005142725,6,396.27196001713133
20,23,3.203617572784424,6.0,460.2812499999418,0.2985099804603495,76.71354166665697,0.0023722336495628493,6,143.67546673178234
23,25,0.9280086159706116,6.0,453.75312500004657,0.16699613289314516,75.6255208333411,0.4418947775534148,6,488.9535691707588
26,29,0.43908995389938354,6.0,454.71875,0.21173364484206988,75.78645833333333,0.29238090184027066,6,1035.5936089218696
29,5,1.2717328071594238,6.0,452.53004032257013,0.23157681889448922,75.42167338709503,0.22606452147439693,6,355.83735653824425
