u_node_id,v_node_id,k_idx,x,y,n_samples_used
7,1,22,-3.464127540588379,19.82357406616211,7
7,1,23,-3.465463399887085,19.84584617614746,7
7,1,24,-3.46679949760437,19.868118286132812,7
7,1,25,-3.4678893089294434,19.89038848876953,7
7,1,26,-3.4686174392700195,19.912662506103516,7
7,1,27,-3.4693453311920166,19.934934616088867,7
7,1,28,-3.470071315765381,19.95720672607422,7
7,1,29,-3.4706265926361084,19.979480743408203,7
7,1,30,-3.471181631088257,20.001752853393555,7
7,1,31,-3.4717366695404053,20.024024963378906,7
7,1,32,-3.472291946411133,20.046297073364258,7
7,1,33,-3.4728469848632812,20.068571090698242,7
7,1,34,-3.473402261734009,20.090843200683594,7
7,1,35,-3.4739573001861572,20.113115310668945,7
7,1,36,-3.4755775928497314,20.135387420654297,7
7,1,37,-3.477330446243286,20.15766143798828,7
7,1,38,-3.478719711303711,20.179933547973633,7
7,1,39,-3.4794774055480957,20.202180862426758,7
7,1,40,-3.4802350997924805,20.22442626953125,7
7,1,41,-3.4809927940368652,20.246673583984375,7
7,1,42,-3.4817395210266113,20.2689208984375,7
7,1,43,-3.482412338256836,20.291168212890625,7
7,1,44,-3.4830851554870605,20.31341552734375,7
7,1,45,-3.4837582111358643,20.335660934448242,7
7,1,46,-3.484431028366089,20.357908248901367,7
7,1,47,-3.4851040840148926,20.380155563354492,7
7,1,48,-3.485776901245117,20.402402877807617,7
7,1,49,-3.486102819442749,20.42464828491211,7
7,1,50,-3.4861807823181152,20.446895599365234,7
7,1,51,-3.4862585067749023,20.46914291381836,7
7,1,52,-3.4863364696502686,20.49138641357422,7
7,1,53,-3.4864141941070557,20.513629913330078,7
7,1,54,-3.4864919185638428,20.535873413085938,7
7,1,55,-3.486569881439209,20.558116912841797,7
7,1,56,-3.4870331287384033,20.58036231994629,7
7,1,57,-3.4876549243927,20.60260581970215,7
7,1,58,-3.488276720046997,20.624849319458008,7
7,1,59,-3.488898515701294,20.647092819213867,7
7,1,60,-3.4891631603240967,20.669336318969727,7
7,1,61,-3.488473892211914,20.69158172607422,7
7,1,62,-3.4876549243927,20.713825225830078,7
7,1,63,-3.4868359565734863,20.736072540283203,7
7,1,64,-3.4860169887542725,20.758352279663086,7
7,1,65,-3.485041856765747,20.780630111694336,7
7,1,66,-3.4837634563446045,20.802907943725586,7
7,1,67,-3.482485294342041,20.825185775756836,7
7,1,68,-3.4812068939208984,20.84746551513672,7
7,1,69,-3.479928731918335,20.86974334716797,7
7,1,70,-3.4786503314971924,20.89202117919922,7
7,1,71,-3.477372169494629,20.9143009185791,7
7,1,72,-3.476073980331421,20.93657875061035,7
7,1,73,-3.474745512008667,20.9588565826416,7
7,1,74,-3.473416805267334,20.981136322021484,7
7,1,75,-3.47208833694458,21.003414154052734,7
7,1,76,-3.470759868621826,21.017210006713867,7
7,1,77,-3.469431161880493,20.976125717163086,7
7,1,78,-3.4681026935577393,20.935043334960938,7
7,1,79,-3.4668877124786377,20.893957138061523,7
7,1,80,-3.465702772140503,20.852869033813477,7
7,1,81,-3.464517593383789,20.811782836914062,7
7,1,82,-3.463332414627075,20.770694732666016,7
7,1,83,-3.462799549102783,20.7296085357666,7
7,1,84,-3.463164806365967,20.688520431518555,7
7,1,85,-3.4635298252105713,20.647432327270508,7
7,1,86,-3.463895082473755,20.606340408325195,7
