start_node,goal_node,mission,goal_is_operation_node,n_alpha_values,n_unique_routes,route_changed_across_alpha,min_pred_time_s,max_pred_time_s,range_pred_time_s,min_pred_energy_J,max_pred_energy_J,range_pred_energy_J,low_alpha,high_alpha,low_alpha_route,high_alpha_route
1,15,1->15,0,5,1,0,24.790151119232178,24.790151119232178,0.0,1902.2539672851562,1902.2539672851562,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15,1 -> 7 -> 10 -> 17 -> 16 -> 15
1,16,1->16,0,5,1,0,20.101006507873535,20.101006507873535,0.0,1542.3236694335938,1542.3236694335938,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 16,1 -> 7 -> 10 -> 17 -> 16
1,17,1->17,0,5,1,0,15.44272756576538,15.44272756576538,0.0,1185.8857421875,1185.8857421875,0.0,0.0,1.0,1 -> 7 -> 10 -> 17,1 -> 7 -> 10 -> 17
1,18,1->18,0,5,1,0,20.207107067108154,20.207107067108154,0.0,1551.6212768554688,1551.6212768554688,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 18,1 -> 7 -> 10 -> 17 -> 18
1,19,1->19,0,5,1,0,20.192022800445557,20.192022800445557,0.0,1549.69287109375,1549.69287109375,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 19,1 -> 7 -> 10 -> 17 -> 19
1,2,1->2,1,5,1,0,30.58980083465576,30.58980083465576,0.0,2348.2893676757812,2348.2893676757812,0.0,0.0,1.0,1 -> 7 -> 10 -> 9 -> 13 -> 11 -> 2,1 -> 7 -> 10 -> 9 -> 13 -> 11 -> 2
1,21,1->21,0,5,1,0,35.26251697540283,35.26251697540283,0.0,2706.3431091308594,2706.3431091308594,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21
1,22,1->22,0,5,1,0,25.956836700439453,25.956836700439453,0.0,1993.4939880371094,1993.4939880371094,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 19 -> 22,1 -> 7 -> 10 -> 17 -> 19 -> 22
1,3,1->3,1,5,1,0,21.224478721618652,21.224478721618652,0.0,1633.4653015136719,1633.4653015136719,0.0,0.0,1.0,1 -> 7 -> 10 -> 8 -> 3,1 -> 7 -> 10 -> 8 -> 3
1,4,1->4,1,5,1,0,25.823818683624268,25.823818683624268,0.0,1985.1876831054688,1985.1876831054688,0.0,0.0,1.0,1 -> 7 -> 10 -> 17 -> 18 -> 4,1 -> 7 -> 10 -> 17 -> 18 -> 4
1,7,1->7,0,5,1,0,5.951582908630371,5.951582908630371,0.0,457.6433715820313,457.6433715820313,0.0,0.0,1.0,1 -> 7,1 -> 7
1,8,1->8,0,5,1,0,15.56822681427002,15.56822681427002,0.0,1196.7863464355469,1196.7863464355469,0.0,0.0,1.0,1 -> 7 -> 10 -> 8,1 -> 7 -> 10 -> 8
1,9,1->9,0,5,1,0,15.43966007232666,15.43966007232666,0.0,1185.4959106445312,1185.4959106445312,0.0,0.0,1.0,1 -> 7 -> 10 -> 9,1 -> 7 -> 10 -> 9
2,1,2->1,1,5,1,0,30.63874864578247,30.63874864578247,0.0,2352.1293029785156,2352.1293029785156,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1
2,10,2->10,0,5,1,0,19.92722177505493,19.92722177505493,0.0,1528.41064453125,1528.41064453125,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10,2 -> 11 -> 13 -> 9 -> 10
2,11,2->11,0,5,1,0,5.786172866821289,5.786172866821289,0.0,444.8351440429687,444.8351440429687,0.0,0.0,1.0,2 -> 11,2 -> 11
2,12,2->12,0,5,1,0,15.31135368347168,15.31135368347168,0.0,1175.6102600097656,1175.6102600097656,0.0,0.0,1.0,2 -> 11 -> 13 -> 12,2 -> 11 -> 13 -> 12
2,13,2->13,0,5,1,0,10.656577587127686,10.656577587127686,0.0,819.8364868164062,819.8364868164062,0.0,0.0,1.0,2 -> 11 -> 13,2 -> 11 -> 13
2,14,2->14,0,5,1,0,24.822543621063232,24.822543621063232,0.0,1905.0263671875,1905.0263671875,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14,2 -> 11 -> 13 -> 12 -> 15 -> 14
2,15,2->15,0,5,1,0,20.018277168273926,20.018277168273926,0.0,1536.9823303222656,1536.9823303222656,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15,2 -> 11 -> 13 -> 12 -> 15
