start_node,goal_node,mission,goal_is_operation_node,alpha,route_nodes,n_edges,scalar_cost,total_pred_time_s,total_pred_energy_J
1,31,1->31,0,0.0,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 31,10,6.046275903871135,54.27620458602905,4173.39501953125
1,31,1->31,0,0.25,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 31,10,6.046463977357511,54.27620458602905,4173.39501953125
1,31,1->31,0,0.5,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 31,12,6.045885621096616,63.488255977630615,4879.19580078125
1,31,1->31,0,0.75,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 31,12,6.041659463755101,63.488255977630615,4879.19580078125
1,31,1->31,0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 31,12,6.037433306413585,63.488255977630615,4879.19580078125
1,32,1->32,0,0.0,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 32,10,6.232584671387722,54.53537654876709,4193.384429931641
1,32,1->32,0,0.25,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 32,10,6.234262248173203,54.53537654876709,4193.384429931641
1,32,1->32,0,0.5,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32,12,6.2351733952114134,63.74742794036865,4899.185211181641
1,32,1->32,0,0.75,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32,12,6.232436741169004,63.74742794036865,4899.185211181641
1,32,1->32,0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32,12,6.229700087126594,63.74742794036865,4899.185211181641
1,33,1->33,0,0.0,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,12,7.121419991643292,64.93473768234253,4993.684997558594
1,33,1->33,0,0.25,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,12,7.118691517430868,64.93473768234253,4993.684997558594
1,33,1->33,0,0.5,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,14,7.1151966134711735,74.14678907394409,5699.485778808594
1,33,1->33,0,0.75,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,14,7.1080539084308585,74.14678907394409,5699.485778808594
1,33,1->33,0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,14,7.1009112033905435,74.14678907394409,5699.485778808594
1,34,1->34,0,0.0,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,11,6.608636761716384,59.642685413360596,4586.199645996094
1,34,1->34,0,0.25,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,11,6.608071213274454,59.642685413360596,4586.199645996094
1,34,1->34,0,0.5,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,13,6.606739235085254,68.85473680496216,5292.000427246094
1,34,1->34,0,0.75,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,13,6.601759455815433,68.85473680496216,5292.000427246094
1,34,1->34,0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,13,6.596779676545612,68.85473680496216,5292.000427246094
1,35,1->35,0,0.0,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 32 -> 35,11,6.861962164995752,59.98610067367554,4613.37939453125
1,35,1->35,0,0.25,1 -> 7 -> 10 -> 17 -> 19 -> 22 -> 20 -> 23 -> 24 -> 30 -> 32 -> 35,11,6.861755938377467,59.98610067367554,4613.37939453125
1,35,1->35,0,0.5,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32 -> 35,13,6.860783282011912,69.1981520652771,5319.18017578125
1,35,1->35,0,0.75,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32 -> 35,13,6.856162824565738,69.1981520652771,5319.18017578125
1,35,1->35,0,1.0,1 -> 7 -> 10 -> 17 -> 16 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32 -> 35,13,6.851542367119562,69.1981520652771,5319.18017578125
2,1,2->1,1,0.0,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,6,2.2119289856272033,30.63874864578247,2352.1293029785156
2,1,2->1,1,0.25,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,6,2.208619421973122,30.63874864578247,2352.1293029785156
2,1,2->1,1,0.5,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,6,2.2053098583190405,30.63874864578247,2352.1293029785156
2,1,2->1,1,0.75,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,6,2.202000294664959,30.63874864578247,2352.1293029785156
2,1,2->1,1,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 7 -> 1,6,2.1986907310108776,30.63874864578247,2352.1293029785156
2,3,2->3,1,0.0,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,6,2.001479063150022,30.33406162261963,2329.5497436523438
2,3,2->3,1,0.25,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,6,1.9942739454018499,30.33406162261963,2329.5497436523438
2,3,2->3,1,0.5,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,6,1.9870688276536779,30.33406162261963,2329.5497436523438
2,3,2->3,1,0.75,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,6,1.9798637099055054,30.33406162261963,2329.5497436523438
2,3,2->3,1,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,6,1.9726585921573332,30.33406162261963,2329.5497436523438
2,4,2->4,1,0.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18 -> 4,7,1.9945305951323449,34.933401584625244,2681.2721252441406
2,4,2->4,1,0.25,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18 -> 4,7,1.9866232796712724,34.933401584625244,2681.2721252441406
