t_sec,timestamp_1hz,X-coordinate,Y-coordinate,Speed,power consumption,current consuption,Cumulative energy consumption,Heading,Position confidence,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,Battery value,Going to ID,Current segment,Target reached,step_energy,energy_cum_from_start
638,11:18:15,-3.493525,21.813735,0.0,224.9375,5426.09375,243464.821875,1.603296,100.0,0.0,0.0,48.0,1,74,0,63.11249999998836,44759.428125000006
639,11:18:16,-3.493525,21.81276,0.0,223.0,5382.0,243527.2,1.603296,100.0,0.0,0.0,48.0,1,74,0,62.37812500001746,44821.80625000002
640,11:18:17,-3.493525,21.81462875,0.0,223.8125,5407.4375,243588.990625,1.603296,100.0,0.0,0.0,48.0,1,74,0,61.79062499999418,44883.59687500002
641,11:18:18,-3.4920625000000003,21.812963125,0.0,225.0,5430.71875,243652.37812500002,1.603950375,100.0,0.0,0.0,48.0,1,74,0,63.38750000001164,44946.98437500003
642,11:18:19,-3.492915625,21.814100625000002,0.0,225.0,5431.0,243714.46875,1.60356865625,100.0,0.0,0.0,48.0,1,74,0,62.09062499998254,45009.07500000001
643,11:18:20,-3.493525,21.812655161290323,0.0,224.48387096774192,5419.645161290323,243776.93548387097,1.603296,100.0,0.0,0.0,48.0,1,74,0,62.46673387096962,45071.54173387098
644,11:18:21,-3.493525,21.814994375,0.0,224.8125,5429.3125,243839.009375,1.603296,100.0,0.0,0.0,48.0,1,74,0,62.07389112902456,45133.615625000006
645,11:18:22,-3.49214375,21.811419375,0.0,224.65625,5422.0625,243901.36250000002,1.60422303125,100.0,0.0,0.0,48.0,1,74,0,62.35312500002328,45195.96875000003
646,11:18:23,-3.493525,21.81512935483871,0.0,225.0,5429.354838709677,243962.23548387096,1.603296,100.0,0.0,0.0,48.0,1,74,0,60.872983870940516,45256.84173387097
647,11:18:24,-3.493525,21.814709999999998,0.0,225.0,5431.0,244024.95,1.603296,100.0,0.0,0.0,48.0,1,74,0,62.71451612905366,45319.55625000002
648,11:18:25,-3.493525,21.816700625,0.0,233.4375,5639.125,244090.396875,1.603296,100.0,0.0,0.0,48.0,3,72,0,65.44687499999418,45385.00312500002
649,11:18:26,-3.4924431612903226,21.81569322580645,0.00039797567741935483,255.70967741935485,6189.193548387097,244158.25806451612,1.6566535483870968,100.0,49.774193548387096,-48.83870967741935,47.064516129032256,3,72,0,67.8611895161157,45452.86431451613
650,11:18:27,-3.4996974375,21.8247428125,0.000425423690625,265.0,6418.5,244229.71875,1.98610840625,96.78125,99.84375,-98.0,47.0,3,72,0,71.46068548387848,45524.32500000001
651,11:18:28,-3.5251250967741936,21.82388306451613,0.0004254243,265.38709677419354,6429.774193548387,244302.95483870967,2.3142349677419354,85.7741935483871,100.0,-81.66666666666667,47.0,3,72,0,73.23608870967291,45597.561088709685
652,11:18:29,-3.515899734375,21.811288125,0.0004254243,266.3125,6449.15625,244374.85624999998,2.6700517500000003,72.59375,100.0,-65.33333333333334,47.0,3,72,0,71.90141129030962,45669.462499999994
653,11:18:30,-3.4721441875,21.793895625,0.0004254243,266.625,6458.5,244449.95625,2.19204525,76.0625,100.0,-49.0,47.0,3,72,0,75.10000000000582,45744.5625
654,11:18:31,-3.443584328125,21.79369578125,0.0004254243,266.0625,6460.0625,244523.8375,-2.9342471875,57.1875,100.0,-32.66666666666667,47.0,3,72,0,73.88125000000582,45818.443750000006
655,11:18:32,-3.419888516129032,21.7836964516129,0.0004254243,263.19354838709677,6396.645161290323,244596.51612903227,-2.5946137741935487,29.419354838709676,100.0,-16.33333333333334,47.0,3,72,0,72.67862903227797,45891.122379032284
656,11:18:33,-3.391586,21.767194393939395,0.0,231.72727272727272,5616.545454545455,244665.3363636364,-2.455742,16.181818181818183,0.0,0.0,48.0,3,72,0,68.82023460412165,45959.942613636405
657,11:18:34,-3.3971005161290324,21.776568387096773,0.0,232.5483870967742,5619.064516129032,244731.29677419356,-2.444318,26.225806451612904,0.0,0.0,48.0,3,72,0,65.96041055716341,46025.90302419357
658,11:18:35,-3.38787003125,21.816970625,0.0,221.1875,5339.3125,244793.209375,-2.44210321875,25.03125,0.0,0.0,48.0,3,72,0,61.91260080644861,46087.81562500002
659,11:18:36,-3.4364658125,21.78646765625,0.00011965058437499999,244.6875,5917.9375,244858.590625,-2.40809146875,35.3125,27.28125,-27.0,47.71875,3,72,0,65.38125000000582,46153.19687500002
660,11:18:37,-3.480449258064516,21.79560129032258,0.0004254243,264.4516129032258,6418.645161290323,244929.05161290325,-2.1857620322580646,66.0,93.0,-92.0,47.0,3,72,0,70.46098790323595,46223.65786290326
661,11:18:38,-3.48903859375,21.7996753125,0.0004254232375,262.9375,6367.53125,245003.440625,-1.8826118437500001,86.4375,67.53125,-66.53125,47.0,3,72,0,74.38901209674077,46298.046875
662,11:18:39,-3.4911016874999996,21.8007334375,0.00042542305,261.5,6346.5625,245075.978125,-1.68326409375,92.71875,50.875,-49.875,47.0,3,72,0,72.53750000000582,46370.584375000006
663,11:18:40,-3.4920929375,21.79839375,0.049229534203124994,260.28125,6329.125,245146.965625,-1.56010146875,95.59375,70.9375,27.40625,47.0,3,72,0,70.98750000001746,46441.57187500002
664,11:18:41,-3.490186265625,21.67228265625,0.27781518437499997,281.8125,6853.84375,245223.53125,-1.546716,97.46875,272.34375,283.0625,47.0,3,72,0,76.56562499998836,46518.13750000001
665,11:18:42,-3.490285741935484,21.36636193548387,0.2978105193548387,281.7096774193548,6855.387096774193,245301.5580645161,-1.5533718387096775,98.96774193548387,298.7741935483871,296.8709677419355,47.0,3,72,0,78.02681451610988,46596.16431451612
666,11:18:43,-3.485480375,21.11827109375,0.298634340625,281.5,6846.125,245379.571875,-1.54938496875,99.34375,299.0,297.96875,47.0,3,72,0,78.0138104838843,46674.178125000006
667,11:18:44,-3.48157915625,20.82075859375,0.29886037499999996,282.4375,6874.0625,245457.07499999998,-1.54756125,100.0,299.0,298.5,47.0,3,72,0,77.50312499998836,46751.681249999994
668,11:18:45,-3.474424435483871,20.551641451612902,0.2984554838709677,282.16129032258067,6864.774193548387,245534.82258064515,-1.5451969677419355,100.0,298.4516129032258,298.0967741935484,47.0,3,72,0,77.74758064516936,46829.42883064516
669,11:18:46,-3.4690309375,20.2471315625,0.29880719375,282.125,6868.9375,245614.559375,-1.54358353125,100.0,299.0,298.375,47.0,3,68,0,79.73679435485974,46909.16562500002
670,11:18:47,-3.459000875,19.9949378125,0.29831529375,280.125,6804.34375,245692.915625,-1.5449271875,100.0,297.21875,299.0,47.0,3,68,0,78.35624999998254,46987.521875000006
671,11:18:48,-3.4493379032258065,19.684345322580644,0.2984554838709677,280.7096774193548,6832.290322580645,245769.58387096776,-1.5472261612903229,100.0,297.5483870967742,299.0,47.0,3,68,0,76.6682459677686,47064.190120967774
672,11:18:49,-3.4449011612903226,19.40300048387097,0.2988809387096774,283.80645161290323,6910.903225806452,245849.4387096774,-1.5486201612903225,100.0,299.0,298.5483870967742,47.0,3,68,0,79.85483870963799,47144.04495967741
673,11:18:50,-3.443403453125,19.12022140625,0.297849975,281.5,6854.46875,245928.99375,-1.545477625,100.0,299.0,296.125,46.59375,3,68,0,79.55504032259341,47223.600000000006
674,11:18:51,-3.438602140625,18.84654046875,0.298235528125,280.78125,6836.8125,246007.03749999998,-1.54166296875,99.65625,299.0,297.03125,46.875,3,68,0,78.04374999998254,47301.64374999999
675,11:18:52,-3.4289577968750002,18.559718750000002,0.298621059375,280.8125,6837.375,246084.9,-1.5421721875,99.8125,297.9375,299.0,47.0,3,68,0,77.86250000001746,47379.506250000006
676,11:18:53,-3.423042870967742,18.291305322580648,0.18800997419354837,276.0,6718.967741935484,246161.5580645161,-1.6132467741935483,98.09677419354838,110.7741935483871,265.0,47.0,3,126,0,76.6580645161157,47456.16431451612
677,11:18:54,-3.449729328125,18.15319625,0.1108894125,274.34375,6673.75,246237.63437500002,-2.020462125,91.875,-59.875,281.71875,47.0,3,130,0,76.0763104839134,47532.240625000035
678,11:18:55,-3.5138845625,18.08646703125,0.103923089375,274.3125,6675.8125,246313.0,-2.6192898749999998,89.71875,-62.78125,270.625,47.0,3,130,0,75.36562499997672,47607.60625000001
679,11:18:56,-3.622409328125,18.06857703125,0.202461946875,277.375,6752.5,246389.884375,0.19538071875000013,89.875,111.5625,293.21875,47.0,3,130,0,76.88437499999418,47684.490625000006
680,11:18:57,-3.8531297656250003,18.07468859375,0.2626461625,287.0,6990.59375,246470.6375,0.2053195625,80.59375,299.0,225.75,46.46875,3,134,0,80.75312500001746,47765.24375000002
681,11:18:58,-4.083859609375,18.05102671875,0.296666734375,282.34375,6871.25,246549.96562499998,-3.0911308125,85.84375,296.96875,295.75,47.0,3,134,0,79.3281249999709,47844.571874999994
682,11:18:59,-4.3902152419354845,18.036587258064515,0.2973164387096774,281.35483870967744,6860.967741935484,246626.70322580644,-3.0957723870967744,89.74193548387096,294.8709677419355,299.0,46.70967741935484,3,138,0,76.73760080646025,47921.309475806454
683,11:19:00,-4.679858,18.03272046875,0.297637246875,282.5625,6878.84375,246707.4,-3.09311553125,94.71875,295.625,299.0,46.53125,3,138,0,80.69677419355139,48002.006250000006
684,11:19:01,-4.953404078125001,18.022897968749998,0.1813103525,264.0,6418.59375,246783.684375,-3.0970200625,96.96875,179.84375,182.6875,46.75,3,138,0,76.28437500001746,48078.29062500002
685,11:19:02,-5.063356000000001,18.020667096774194,0.09939825096774194,257.06451612903226,6247.258064516129,246853.9870967742,-3.0982000322580645,98.0,99.3225806451613,100.0,47.0,3,138,0,70.30272177417646,48148.5933467742
686,11:19:03,-5.155592703125,18.015763437500002,0.046650395625,249.03125,6040.5625,246925.48125,-3.0993995,97.90625,46.71875,47.125,47.09375,3,138,1,71.49415322582354,48220.08750000002
687,11:19:04,-5.171458,18.015280625,0.0,223.90625,5404.96875,246989.203125,-3.099588,97.53125,0.0,0.0,48.0,3,138,0,63.72187499998836,48283.80937500001
688,11:19:05,-5.172758,18.01459,0.0,222.5,5382.0,247052.8,-3.099588,98.0,0.0,0.0,48.0,3,138,0,63.59687499998836,48347.40625
689,11:19:06,-5.1727986249999995,18.01329,0.0,223.40625,5398.90625,247115.0625,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.26250000001164,48409.66875000001
690,11:19:07,-5.172758,18.0134525,0.0,223.09375,5385.375,247176.91875,-3.099588,98.0,0.0,0.0,48.0,3,138,0,61.85625000001164,48471.52500000002
691,11:19:08,-5.172758,18.013122258064517,0.0,223.51612903225808,5395.225806451613,247236.67741935485,-3.099588,98.0,0.0,0.0,48.0,3,138,0,59.75866935483646,48531.28366935486
692,11:19:09,-5.1737329999999995,18.012396250000002,0.0,225.0,5431.0,247298.8375,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.16008064514608,48593.443750000006
693,11:19:10,-5.174058,18.01199,0.0,225.0,5431.0,247362.225,-3.099588,98.0,0.0,0.0,48.0,3,138,0,63.38750000001164,48656.83125000002
694,11:19:11,-5.173936125,18.01337125,0.0,225.0,5431.0,247424.49375,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.26874999998836,48719.100000000006
695,11:19:12,-5.172758,18.01341580645161,0.0,223.90322580645162,5404.129032258064,247485.94193548386,-3.099588,98.0,0.0,0.0,48.0,3,138,0,61.44818548386684,48780.54818548387
696,11:19:13,-5.172758,18.01459,0.0,224.53125,5426.78125,247548.796875,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.854939516138984,48843.40312500001
697,11:19:14,-5.172758,18.01459,0.0,224.53125,5421.09375,247611.45625,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.65937499998836,48906.0625
698,11:19:15,-5.172758,18.01459,0.0,224.875,5428.125,247673.8375,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.38125000000582,48968.443750000006
699,11:19:16,-5.172758,18.01459,0.0,225.0,5430.15625,247736.38125,-3.099588,98.0,0.0,0.0,48.0,3,138,0,62.54375000001164,49030.98750000002
700,11:19:17,-5.172758,18.01459,0.0,225.0,5430.225806451613,247797.07096774195,-3.099588,98.0,0.0,0.0,48.0,3,138,0,60.68971774194506,49091.67721774196
701,11:19:18,-5.172758,18.01459,0.0,226.1875,5463.90625,247858.7125,-3.099588,98.0,0.0,0.0,47.875,4,136,0,61.6415322580433,49153.318750000006
702,11:19:19,-5.172732046875,18.01267234375,0.000252595678125,258.53125,6273.5625,247926.890625,-3.0364579999999997,97.28125,57.78125,-54.4,47.0,4,136,0,68.17812500000582,49221.49687500001
703,11:19:20,-5.15229996875,18.004092812499998,0.0004254243,264.125,6412.25,247999.890625,-2.7685804375000003,92.34375,100.0,-58.05714285714286,47.0,4,136,0,73.0,49294.49687500001
704,11:19:21,-5.148311281250001,18.003876249999998,0.0004254243,266.1875,6468.0625,248075.384375,-2.4178525,85.46875,100.0,-61.714285714285715,47.0,4,136,0,75.49374999999418,49369.990625000006
705,11:19:22,-5.15577571875,18.00467375,0.0004254243,267.34375,6497.4375,248151.759375,-2.04941590625,86.875,100.0,-65.37142857142857,47.0,4,136,0,76.375,49446.365625000006
706,11:19:23,-5.158587806451613,18.005712903225806,0.0004254243,266.38709677419354,6477.580645161291,248223.28387096775,-1.6822274516129032,91.80645161290323,100.0,-69.02857142857142,47.0,4,136,0,71.52449596775114,49517.89012096776
707,11:19:24,-5.1597878125,18.003866875,0.0004254243,265.6875,6460.125,248298.015625,-1.363198125,94.625,100.0,-72.68571428571428,47.0,4,136,0,74.73175403225468,49592.62187500001
708,11:19:25,-5.1581173125,18.0000065625,0.0004254243,266.59375,6482.46875,248371.765625,-1.003528196875,90.28125,100.0,-76.34285714285714,47.0,4,136,0,73.75,49666.37187500001
709,11:19:26,-5.177253677419355,17.992854193548386,0.0004254243,266.35483870967744,6476.4838709677415,248445.45806451613,-0.6786787580645162,76.35483870967742,96.93548387096774,-80.0,47.0,4,136,0,73.69243951613316,49740.064314516145
710,11:19:27,-5.188093935483871,17.990996290322578,0.0004254243,263.80645161290323,6412.5161290322585,248517.79354838713,-0.36399328387096774,46.03225806451613,72.45161290322581,-71.45161290322581,47.0,4,136,0,72.3354838709929,49812.39979838714
711,11:19:28,-5.165861625,18.007851249999998,0.000651429896875,259.65625,6302.0625,248589.21875,-0.156459228125,68.5625,54.21875,-52.6875,47.0,4,136,0,71.42520161287393,49883.82500000001
712,11:19:29,-5.16658190625,18.009650625,0.000226006659375,261.0625,6344.46875,248664.365625,0.0241448425,86.09375,19.65625,-19.65625,47.0,4,136,0,75.14687500000582,49958.97187500002
713,11:19:30,-5.0531995,18.01037921875,0.2150518375,281.1875,6848.5,248738.45625000002,0.0273650625,96.625,211.21875,218.6875,46.59375,4,136,0,74.09062500001164,50033.06250000003
714,11:19:31,-4.781082709677419,18.01099677419355,0.29838689032258064,281.258064516129,6850.709677419355,248818.56774193546,0.02110983612903226,98.0,298.61290322580646,297.2258064516129,46.54838709677419,4,136,0,80.11149193544406,50113.17399193547
715,11:19:32,-4.522988953125,18.0144134375,0.298567846875,280.5,6834.96875,248895.259375,0.023883641875,98.8125,299.0,297.53125,46.53125,4,132,0,76.69163306453265,50189.865625000006
716,11:19:33,-4.2293932580645155,18.021416451612904,0.29910052580645163,280.9032258064516,6853.322580645161,248972.39677419353,0.025280246451612903,99.0,298.80645161290323,299.0,46.54838709677419,4,132,0,77.13739919353975,50267.003024193546
717,11:19:34,-3.93389325,18.030089843749998,0.2984615,283.25,6895.125,249050.6625,0.024223565,99.6875,297.5625,299.0,46.5625,4,132,0,78.26572580647189,50345.26875000002
718,11:19:35,-3.672240234375,18.028959687500002,0.22861224375,279.46875,6801.625,249128.871875,-0.004967121593749998,99.1875,182.75,274.90625,46.625,4,62,0,78.20937500000582,50423.47812500002
719,11:19:36,-3.527135532258065,17.996867903225805,0.11098078967741937,274.0967741935484,6671.935483870968,249203.76774193547,-0.41571119032258064,95.90322580645162,-59.193548387096776,281.0967741935484,47.0,4,66,0,74.89586693546153,50498.373991935485
720,11:19:37,-3.4615385468750004,17.950859218749997,0.0957204015625,273.1875,6661.28125,249281.93125,-1.019632071875,87.8125,-72.75,264.40625,46.46875,4,66,0,78.16350806452101,50576.537500000006
721,11:19:38,-3.440386703125,17.8274934375,0.1837698875,276.53125,6733.21875,249358.23125,-1.590488125,95.5625,114.28125,253.46875,46.46875,4,152,0,76.30000000001746,50652.83750000002
722,11:19:39,-3.4427730625,17.6364984375,0.2353126375,280.125,6823.25,249437.1875,-1.597037875,97.625,254.625,216.25,46.5,4,168,0,78.95624999998836,50731.79375000001
723,11:19:40,-3.4666727812500002,17.446232031250002,0.141001465625,274.875,6699.1875,249513.89375,-1.8605003125000001,95.1875,-2.625,284.125,46.5,4,168,0,76.70624999998836,50808.5
724,11:19:41,-3.5154644677419356,17.359152903225805,0.09851996161290322,274.83870967741933,6686.645161290323,249589.8,-2.4277018387096776,95.2258064516129,-77.38709677419355,274.03225806451616,47.0,4,164,0,75.90625,50884.40625
725,11:19:42,-3.616063112903226,17.325066612903225,0.15894389677419354,277.93548387096774,6777.8387096774195,249663.2935483871,-3.013529483870968,93.51612903225806,47.354838709677416,270.96774193548384,46.32258064516129,4,182,0,73.4935483871086,50957.89979838711
726,11:19:43,-3.8075543333333335,17.33824621212121,0.27086618787878786,289.8484848484849,7075.242424242424,249743.45454545456,-3.115245121212121,82.42424242424242,296.27272727272725,245.0,46.0,4,182,0,80.16099706746172,51038.06079545457
727,11:19:44,-4.1019741875,17.294096718749998,0.2957627,281.5625,6853.9375,249824.08125,-3.08780528125,92.125,292.21875,299.0,46.03125,4,182,0,80.62670454542967,51118.6875
728,11:19:45,-4.38881034375,17.28872546875,0.2969459,282.0,6865.5,249903.05,-3.091423,94.5,294.5,299.0,46.5,4,186,0,78.96875,51197.65625
729,11:19:46,-4.675616483870967,17.288025967741937,0.29801636129032255,282.83870967741933,6891.612903225807,249982.94516129032,-3.088159967741935,98.38709677419355,296.51612903225805,299.0,46.0,4,186,0,79.89516129033291,51277.55141129033
730,11:19:47,-4.896121734375,17.278510937500002,0.207713240625,258.875,6292.46875,250056.265625,-3.09112675,99.0,206.625,208.90625,46.90625,4,186,0,73.32046370967873,51350.87187500001
731,11:19:48,-5.0221385312499995,17.2725665625,0.09877813437499999,256.3125,6229.5,250127.878125,-3.0929745,99.8125,98.1875,100.0,47.0,4,186,0,71.61249999998836,51422.484375
732,11:19:49,-5.096289015625,17.268878125,0.021590268437499997,241.09375,5847.125,250199.56875,-3.0949075625,100.0,21.4375,21.875,47.25,4,186,1,71.69062500001746,51494.17500000002
733,11:19:50,-5.10833175,17.2684,0.0,223.71875,5419.9375,250261.56562500002,-3.095153,100.0,0.0,0.0,48.0,4,186,0,61.99687500001164,51556.17187500003
734,11:19:51,-5.109063,17.2684,0.0,223.8125,5418.3125,250323.084375,-3.095153,100.0,0.0,0.0,48.0,4,186,0,61.51874999998836,51617.69062500002
735,11:19:52,-5.109063,17.2684,0.0,222.59375,5396.4375,250386.059375,-3.095153,100.0,0.0,0.0,48.0,4,186,0,62.97500000000582,51680.66562500002
736,11:19:53,-5.109063,17.2684,0.0,223.51612903225808,5411.548387096775,250448.335483871,-3.095153,100.0,0.0,0.0,48.0,4,186,0,62.27610887098126,51742.941733871005
737,11:19:54,-5.109063,17.2684,0.0,224.0,5430.46875,250510.33125,-3.095153,100.0,0.0,0.0,48.0,4,186,0,61.995766128995456,51804.9375
738,11:19:55,-5.1080879999999995,17.2684,0.0,222.1875,5388.09375,250572.23125,-3.095153,100.0,0.0,0.0,48.0,4,186,0,61.90000000002328,51866.83750000002
739,11:19:56,-5.106463,17.2684,0.0,222.53125,5388.375,250634.15625,-3.095153,100.0,0.0,0.0,48.0,4,186,0,61.92499999998836,51928.76250000001
740,11:19:57,-5.106463,17.2684,0.0,222.5,5394.5,250695.075,-3.095153,100.0,0.0,0.0,48.0,4,186,0,60.91875000001164,51989.68125000002
741,11:19:58,-5.10833175,17.2684,0.0,222.5625,5395.5,250757.94999999998,-3.095153,100.0,0.0,0.0,48.0,4,186,0,62.874999999970896,52052.556249999994
742,11:19:59,-5.109063,17.2684,0.0,224.5,5443.625,250820.625,-3.095153,100.0,0.0,0.0,47.875,5,184,0,62.67500000001746,52115.23125000001
743,11:20:00,-5.109087828125,17.269612031250002,0.000252595678125,259.625,6310.71875,250885.91875,-3.06076678125,99.34375,53.75,-51.67741935483871,47.0,5,184,0,65.29375000001164,52180.52500000002
744,11:20:01,-5.108917225806452,17.24607806451613,0.0004254243,264.96774193548384,6441.290322580645,250960.44516129032,-2.766419806451613,89.7741935483871,100.0,-57.873502304147465,47.0,5,184,0,74.52641129030962,52255.05141129033
745,11:20:02,-5.111572375,17.2393025,0.0004254243,267.1875,6495.15625,251034.325,-2.4329684375,67.59375,100.0,-64.06958525345622,47.0,5,184,0,73.87983870969038,52328.93125000002
746,11:20:03,-5.103461903225807,17.24936741935484,0.0004254243,266.3225806451613,6475.935483870968,251108.4064516129,-2.061520548387097,76.83870967741936,100.0,-70.26566820276497,47.0,5,184,0,74.08145161287393,52403.0127016129
747,11:20:04,-5.09564334375,17.255386875,0.0004254243,266.25,6472.625,251182.215625,-1.7217750625,92.625,100.0,-76.46175115207373,47.0,5,184,0,73.80917338712607,52476.82187500002
748,11:20:05,-5.09015278125,17.2577165625,0.0004254243,265.75,6462.09375,251256.0875,-1.3570472812499998,96.25,100.0,-82.65783410138249,47.0,5,184,0,73.87187499998254,52550.693750000006
749,11:20:06,-5.091369677419355,17.254494516129032,0.0004254243,265.64516129032256,6462.870967741936,251328.25161290323,-1.0059446548387097,90.7741935483871,100.0,-88.85391705069124,47.0,5,184,0,72.16411290323595,52622.85786290324
750,11:20:07,-5.0990952031250005,17.254270625,0.0006514288875,265.6875,6465.0,251401.7875,-0.684584609375,88.53125,98.0625,-95.05,47.0,5,184,0,73.5358870967757,52696.39375000002
751,11:20:08,-5.1232838387096775,17.255617258064515,0.0004254243,264.19354838709677,6423.903225806452,251474.1193548387,-0.3847389451612903,69.35483870967742,74.2258064516129,-73.74193548387096,47.0,5,184,0,72.3318548387033,52768.72560483872
752,11:20:09,-5.09864,17.264335000000003,0.00042542329999999996,261.5,6362.0,251548.9,-0.14751935,83.0,52.0,-51.0,47.0,5,184,0,74.78064516128507,52843.506250000006
753,11:20:10,-5.092370096774194,17.26589193548387,0.010992405983870968,263.06451612903226,6408.741935483871,251624.06774193546,0.018478451612903225,93.61290322580645,26.419354838709676,-4.193548387096774,47.0,5,184,0,75.16774193546735,52918.67399193547
754,11:20:11,-4.993775078125,17.263119531250002,0.244140175625,279.40625,6806.78125,251698.090625,0.02815161875,98.28125,237.65625,251.0,46.09375,5,184,0,74.02288306455011,52992.69687500002
755,11:20:12,-4.712956983870968,17.26383338709677,0.2975085774193549,279.4193548387097,6804.967741935484,251775.51612903227,0.019710285161290322,98.16129032258064,297.2258064516129,297.5806451612903,46.0,5,184,0,77.4255040322605,53070.122379032284
756,11:20:13,-4.439920421875,17.26447578125,0.29694595,280.5,6844.5,251853.5,0.022338115,97.25,298.25,295.25,46.0,5,180,0,77.98387096772785,53148.10625000001
757,11:20:14,-4.141511796875,17.2748915625,0.2982621,281.90625,6877.625,251933.496875,0.0244600975,97.0,297.09375,299.0,46.0,5,180,0,79.99687500001164,53228.10312500002
758,11:20:15,-3.8900511451612907,17.277422741935485,0.2977556548387097,281.741935483871,6874.451612903225,252009.4129032258,0.02511277967741935,97.64516129032258,296.2903225806452,299.0,46.0,5,180,0,75.91602822579443,53304.01915322582
759,11:20:16,-3.612780859375,17.27685734375,0.19185294374999998,280.0,6822.875,252086.075,-0.033365311875,96.28125,116.21875,267.125,46.0,5,174,0,76.66209677420557,53380.68125000002
760,11:20:17,-3.49369059375,17.23206625,0.094869535,273.0,6652.0,252162.8,-0.5306052,83.5,-83.0,273.0,46.5,5,178,0,76.72499999997672,53457.40625
761,11:20:18,-3.44500090625,17.1887478125,0.11188653968750001,274.65625,6692.5,252240.48125,-1.1428937156249999,83.65625,-46.96875,270.65625,46.46875,5,178,0,77.68125000002328,53535.08750000002
762,11:20:19,-3.4316966612903226,17.055405483870967,0.1907957870967742,281.0967741935484,6855.322580645161,252317.32903225807,-1.5604493870967742,86.93548387096774,130.09677419354838,251.16129032258064,46.064516129032256,5,192,0,76.84778225806076,53611.935282258084
763,11:20:20,-3.43475421875,16.8340578125,0.262818984375,286.5625,6993.34375,252395.759375,-1.56087246875,95.53125,296.8125,228.34375,46.0,5,192,0,78.43034274192178,53690.365625000006
764,11:20:21,-3.4184127419354837,16.55621822580645,0.2951893290322581,281.61290322580646,6872.774193548387,252474.41612903224,-1.5065134193548388,99.54838709677419,297.8709677419355,292.6774193548387,46.0,5,192,0,78.65675403224304,53769.02237903225
765,11:20:22,-3.400726875,16.29258875,0.2960685125,281.5,6871.125,252552.7125,-1.5098839375,100.0,292.625,299.0,46.0,5,192,0,78.29637096775696,53847.318750000006
766,11:20:23,-3.3889310483870965,16.00194677419355,0.29786544193548387,283.06451612903226,6901.677419354839,252630.48064516127,-1.5184868064516128,100.0,296.51612903225805,299.0,46.0,5,192,0,77.76814516127342,53925.08689516128
767,11:20:24,-3.381870875,15.73134171875,0.299019921875,282.09375,6882.125,252707.73125,-1.52150240625,100.0,298.875,299.0,46.0,5,192,0,77.25060483874404,54002.33750000002
768,11:20:25,-3.3667044375,15.417171875,0.2975841,281.5,6870.5,252787.05,-1.5276135,100.0,295.5,299.0,46.0,5,192,0,79.31874999997672,54081.65625
769,11:20:26,-3.363064734375,15.161103125,0.2988337625,281.96875,6877.5,252867.925,-1.529662375,100.0,298.90625,299.0,46.0,5,192,0,80.875,54162.53125
770,11:20:27,-3.346022806451613,14.853330322580645,0.2972890258064516,281.8709677419355,6879.967741935484,252946.24516129034,-1.5352681612903227,100.0,294.8709677419355,299.0,46.0,5,192,0,78.32016129035037,54240.85141129035
771,11:20:28,-3.33458378125,14.58731609375,0.297530909375,280.21875,6836.0625,253022.3125,-1.54146571875,99.6875,295.375,299.0,46.0,5,192,0,76.06733870966127,54316.91875000001
772,11:20:29,-3.3246509354838714,14.28789693548387,0.29827711612903224,279.35483870967744,6815.645161290323,253101.2258064516,-1.5461639677419354,99.0,297.1290322580645,299.0,46.0,5,192,0,78.91330645160633,54395.83205645162
773,11:20:30,-3.32012321875,14.0310671875,0.29937885625,280.1875,6841.4375,253177.56875,-1.5465648437500001,99.71875,299.0,299.0,46.0,5,188,0,76.34294354839949,54472.17500000002
774,11:20:31,-3.31275696875,13.726930625,0.29916614375,280.09375,6831.125,253255.8125,-1.54651140625,100.0,299.0,298.875,46.0,5,188,0,78.24374999999418,54550.41875000001
775,11:20:32,-3.308632078125,13.438190625,0.298926828125,279.6875,6810.5625,253333.790625,-1.545248875,100.0,299.0,298.59375,46.0,5,188,0,77.97812499999418,54628.396875000006
776,11:20:33,-3.2998405,13.162424999999999,0.2992789387096774,280.93548387096774,6860.258064516129,253410.5580645161,-1.5446944516129033,100.0,299.0,299.0,46.0,5,188,0,76.7674395161157,54705.16431451612
777,11:20:34,-3.29595471875,12.8860734375,0.29901986875000003,283.0625,6898.8125,253489.99375,-1.5440678125,100.0,299.0,298.4375,46.0,5,188,0,79.4356854838843,54784.600000000006
778,11:20:35,-3.28556290625,12.622652343750001,0.201145759375,270.78125,6604.125,253569.1,-1.4452666250000001,99.59375,299.0,102.625,46.0,5,188,0,79.10625000001164,54863.70625000002
779,11:20:36,-3.23631865625,12.4986534375,0.12144525625,273.65625,6667.6875,253644.921875,-0.956898825,98.65625,288.46875,-45.71875,46.0,5,188,0,75.82187499999418,54939.52812500001
