t_sec,timestamp_1hz,X-coordinate,Y-coordinate,Speed,power consumption,current consuption,Cumulative energy consumption,Heading,Position confidence,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,Battery value,Going to ID,Current segment,Target reached,step_energy,energy_cum_from_start
1284,11:29:01,-3.1274865000000003,0.49447945,0.0,220.21875,5405.3125,289950.659375,2.14903296875,61.0,0.0,0.0,45.0,5,24,0,62.243749999965075,91245.265625
1285,11:29:02,-3.1121231451612905,0.465585820967742,0.0,221.7741935483871,5431.0,290011.2225806452,2.1477067419354836,85.29032258064517,0.0,0.0,45.0,5,24,0,60.56320564518683,91305.82883064519
1286,11:29:03,-3.060782390625,0.30966240312500004,0.0,221.0,5413.75,290072.9875,2.1502604375,53.125,0.0,0.0,45.0,5,24,0,61.76491935481317,91367.59375
1287,11:29:04,-2.9926644999999996,0.2816175125,0.0,218.875,5363.4375,290135.215625,1.9231321749999999,23.59375,0.0,0.0,45.0,5,24,0,62.22812500002328,91429.82187500002
1288,11:29:05,-3.1385895,0.4163873875,0.0,222.46875,5459.75,290196.90625,0.36632873125,18.25,0.0,0.0,45.0,5,24,0,61.69062499998836,91491.51250000001
1289,11:29:06,-3.1497691875,0.44994849531250003,0.0,222.0,5431.0,290258.190625,0.39886125,35.9375,0.0,0.0,45.0,5,24,0,61.28437499998836,91552.796875
1290,11:29:07,-3.0126743870967743,0.3292670306451613,0.0,219.96774193548387,5402.225806451613,290322.5806451613,0.4158365,12.096774193548388,0.0,0.0,45.0,5,24,0,64.39002016128507,91617.18689516129
1291,11:29:08,-3.010685,0.3272004,0.0,217.6875,5325.5625,290382.50625,0.4158365,6.1875,0.0,0.0,45.0,5,24,0,59.92560483870329,91677.11249999999
1292,11:29:09,-3.0079601612903226,0.330649335483871,0.0,216.51612903225808,5295.548387096775,290442.18064516125,1.2237208548387097,5.032258064516129,0.0,0.0,45.0,5,24,0,59.674395161273424,91736.78689516126
1293,11:29:10,-3.002238,0.3378921,0.0,217.75,5325.8125,290501.128125,2.34818785,1.1875,0.0,0.0,45.0,5,24,0,58.94747983873822,91795.734375
1294,11:29:11,-3.002238,0.3378921,0.0,217.75,5325.8125,290561.61874999997,0.441114378125,2.71875,0.0,0.0,45.0,5,24,0,60.49062499997672,91856.22499999998
1295,11:29:12,-3.002238,0.3378921,0.0,216.51612903225808,5297.193548387097,290621.0419354838,2.1118999387096777,2.774193548387097,0.0,0.0,45.0,5,24,0,59.423185483843554,91915.64818548382
1296,11:29:13,-3.002238,0.3378921,0.0,217.1875,5314.96875,290680.765625,2.8179943124999998,1.40625,0.0,0.0,45.0,5,24,0,59.72368951619137,91975.37187500001
1297,11:29:14,-3.002238,0.3378921,0.0,219.0,5360.5,290742.15,0.8076895,9.0,0.0,0.0,45.0,5,24,0,61.38437500002328,92036.75625000003
1298,11:29:15,-3.002238,0.3378921,0.0,222.0625,5444.25,290803.36875,1.6539543437500002,1.09375,0.0,0.0,45.0,5,24,0,61.21875,92097.97500000003
1299,11:29:16,-3.434113,0.7148164328125,0.0,226.75,5562.125,290865.790625,1.57655459375,2.125,0.0,0.0,45.0,5,24,0,62.421875,92160.39687500003
1300,11:29:17,-3.2207863870967746,0.5671152112903225,0.0,225.41935483870967,5531.225806451613,290929.4806451613,1.583177,0.8387096774193549,0.0,0.0,45.0,5,24,0,63.690020161273424,92224.08689516131
1301,11:29:18,-3.08786259375,0.49360241250000003,0.0,218.75,5367.3125,290990.18125,1.585205375,4.125,0.0,0.0,45.0,5,24,0,60.700604838726576,92284.78750000003
1302,11:29:19,-3.07840775,0.475652725,0.0,223.3125,5481.21875,291050.68437499995,1.5858506875,3.75,0.0,0.0,45.0,5,24,0,60.50312499993015,92345.29062499997
1303,11:29:20,-3.6029702500000003,0.8632620890625,0.0,226.1875,5558.1875,291113.20625,1.5904124375000002,3.75,0.0,0.0,45.0,5,24,0,62.521875000034925,92407.8125
1304,11:29:21,-3.40701025,0.676020884375,0.0,221.8125,5431.03125,291175.4625,2.31202825,0.875,0.0,0.0,45.0,5,24,0,62.256250000034925,92470.06875000003
1305,11:29:22,-3.061444,0.4197098,0.0,218.90322580645162,5360.806451612903,291235.70967741933,2.3837885806451613,2.5483870967741935,0.0,0.0,45.0,5,24,0,60.2471774193109,92530.31592741935
1306,11:29:23,-3.6292275624999997,0.8393207953125,0.0,226.375,5551.71875,291297.784375,0.45662568124999997,5.8125,0.0,0.0,45.0,5,24,0,62.074697580654174,92592.390625
1307,11:29:24,-3.053915640625,0.49916397968750004,0.0,218.125,5345.875,291359.38437499997,1.157622,33.71875,0.0,0.0,45.0,5,24,0,61.59999999997672,92653.99062499998
1308,11:29:25,-3.028535,0.5348882,0.0,217.59375,5325.8125,291420.503125,2.09603725,21.28125,0.0,0.0,45.0,5,24,0,61.11875000002328,92715.109375
1309,11:29:26,-3.051018306451613,0.5366016354838711,0.0,222.5483870967742,5448.548387096775,291482.0935483871,2.200443258064516,26.451612903225808,0.0,0.0,45.0,5,24,0,61.590423387126066,92776.69979838713
1310,11:29:27,-3.12707225,0.5419704,0.0,221.46875,5431.0,291542.23125,2.1724110312500002,70.6875,0.0,0.0,45.0,5,24,0,60.13770161289722,92836.83750000002
1311,11:29:28,-3.129266,0.5419704,0.0,222.0,5431.0,291603.7125,2.170055,87.3125,0.0,0.0,45.0,5,24,0,61.48125000001164,92898.31875000003
1312,11:29:29,-3.129266,0.5419704,0.0,222.0,5431.0,291665.6612903226,2.170055,88.0,0.0,0.0,45.0,5,24,0,61.94879032258177,92960.26754032262
1313,11:29:30,-3.129266,0.5419704,0.0,221.48387096774192,5431.0,291726.0258064516,2.170055,88.51612903225806,0.0,0.0,45.0,5,24,0,60.36451612901874,93020.63205645164
1314,11:29:31,-3.129266,0.5394516500000001,0.0,221.4375,5431.0,291787.90625,2.170055,89.0,0.0,0.0,45.0,5,24,0,61.880443548376206,93082.51250000001
1315,11:29:32,-3.128355125,0.5397653875,0.0,221.46875,5431.0,291849.51875,2.170055,77.0,0.0,0.0,45.0,5,24,0,61.61249999998836,93144.125
1316,11:29:33,-3.127933875,0.5404237,0.0,221.6875,5431.0,291910.89375,2.170055,78.28125,0.0,0.0,45.0,5,24,0,61.375,93205.5
1317,11:29:34,-3.128137,0.5404237,0.0,221.28125,5431.0,291974.22500000003,2.170055,88.4375,0.0,0.0,45.0,5,24,0,63.331250000046566,93268.83125000005
1318,11:29:35,-3.1074295000000003,0.5384116890625,0.0,222.0,5431.0,292034.8375,2.1681569375,82.625,0.0,0.0,45.0,5,24,0,60.61249999998836,93329.44375000003
1319,11:29:36,-3.048403875,0.532040640625,0.0,222.0,5431.0,292097.30625,2.171573875,40.78125,0.0,0.0,45.0,5,24,0,62.46875,93391.91250000003
1320,11:29:37,-3.1139005483870967,0.541949,0.0,221.38709677419354,5431.0,292157.0451612903,2.17035,52.774193548387096,0.0,0.0,45.0,5,24,0,59.738911290303804,93451.65141129034
1321,11:29:38,-3.125957,0.541949,0.0,221.0,5431.0,292217.55625,2.17035,85.1875,0.0,0.0,45.0,5,24,0,60.511088709696196,93512.16250000003
1322,11:29:39,-3.125957,0.541949,0.0,221.0,5431.0,292282.0,2.17035,88.5,0.0,0.0,45.0,5,24,0,64.44374999997672,93576.60625000001
1323,11:29:40,-3.125957,0.5433747516129032,0.0,221.0,5431.0,292344.0516129032,2.17035,88.58064516129032,0.0,0.0,45.0,5,24,0,62.05161290318938,93638.6578629032
1324,11:29:41,-3.125957,0.542395875,0.0,227.875,5600.46875,292404.684375,2.17035,88.0,0.0,0.0,45.0,5,65535,0,60.63276209682226,93699.29062500002
1325,11:29:42,-3.141843171875,0.5315365125,-0.00034565724375,261.5,6443.84375,292472.30625,2.07533278125,84.5625,-77.53125,76.71875,44.46875,5,65535,0,67.62187500001164,93766.91250000003
1326,11:29:43,-3.1392246562499997,0.539551653125,-0.0004254243,264.28125,6512.46875,292545.21249999997,1.8035241875,90.1875,-100.0,99.0,44.46875,5,65535,0,72.90624999994179,93839.81874999998
1327,11:29:44,-3.1330977096774193,0.5383863774193548,-0.0004254243,263.64516129032256,6496.4838709677415,292618.0225806452,1.443521870967742,96.2258064516129,-100.0,99.0,44.483870967741936,5,65535,0,72.81008064525668,93912.62883064523
1328,11:29:45,-3.13306659375,0.54014025,-0.0004254243,263.59375,6495.53125,292691.528125,1.1058478593749999,98.1875,-98.3125,97.3125,44.46875,5,65535,0,73.50554435478989,93986.13437500002
1329,11:29:46,-3.1359940625,0.545129696875,-0.0004254243,260.78125,6426.4375,292764.35625,0.766691965625,96.53125,-74.375,73.375,44.4375,5,65535,0,72.828125,94058.96250000002
1330,11:29:47,-3.136898870967742,0.5444386677419355,-0.0004254243,258.03225806451616,6356.096774193548,292836.92903225805,0.5688476612903226,96.48387096774194,-54.645161290322584,53.645161290322584,44.483870967741936,5,65535,0,72.57278225803748,94131.53528225806
1331,11:29:48,-3.136248125,0.54351451875,-0.000252594615625,258.03125,6358.9375,292909.015625,0.387689921875,97.9375,-29.15625,28.5625,44.46875,5,65535,0,72.08659274195088,94203.62187500001
1332,11:29:49,-3.104152241935484,0.552840093548387,0.08398692967741936,253.4516129032258,6240.870967741936,292980.0709677419,0.3491661,96.7741935483871,83.93548387096774,83.93548387096774,44.67741935483871,5,65535,0,71.05534274189267,94274.6772177419
1333,11:29:50,-3.0245884531250002,0.5818192140625,0.0715509946875,253.3125,6235.03125,293048.48125,0.347857125,95.53125,71.875,71.875,44.75,5,65535,0,68.41028225811897,94343.08750000002
1334,11:29:51,-2.9908275,0.5974676125,0.0005450728125,263.34375,6492.09375,293121.40625,0.408186046875,94.03125,59.0625,-46.24,44.25,5,65535,0,72.92499999998836,94416.01250000001
1335,11:29:52,-2.9963569375,0.600103465625,0.000425423690625,263.78125,6507.09375,293194.85,0.72574861875,86.625,99.84375,-98.0,44.0,5,65535,0,73.44374999997672,94489.45624999999
1336,11:29:53,-2.9953043125,0.59871795625,0.00042542283749999997,262.75,6484.0,293266.64999999997,1.0649686,89.75,85.8125,-84.8125,44.0,5,65535,0,71.79999999998836,94561.25624999998
1337,11:29:54,-3.0074493125,0.5637009203125,0.0004254243,260.34375,6426.59375,293340.28125,1.30129696875,87.15625,62.65625,-61.65625,44.0,5,65535,0,73.63125000003492,94634.88750000001
1338,11:29:55,-3.0221720322580645,0.5434608903225807,0.0004254233322580645,258.03225806451616,6360.129032258064,293412.4741935484,1.4883239354838709,81.96774193548387,49.516129032258064,-48.516129032258064,44.483870967741936,5,65535,0,72.1929435483762,94707.08044354839
1339,11:29:56,-3.0137379375,0.55308204375,2.658889375e-05,223.25,5487.8125,293479.02499999997,1.605248125,81.96875,3.0625,-3.0,45.0,5,20,0,66.55080645158887,94773.63124999998
1340,11:29:57,-3.013981625,0.560562678125,0.0,221.0,5431.0,293540.53750000003,1.608852,89.96875,0.0,0.0,45.0,5,20,0,61.51250000006985,94835.14375000005
1341,11:29:58,-3.0150785,0.559709528125,0.0,221.0,5431.0,293601.97500000003,1.608852,90.1875,0.0,0.0,45.0,5,20,0,61.4375,94896.58125000005
1342,11:29:59,-3.015566,0.5613346,0.0,221.0,5431.0,293662.925,1.608852,90.0,0.0,0.0,45.0,5,20,0,60.949999999953434,94957.53125
1343,11:30:00,-3.015362875,0.561131459375,0.0,221.0,5431.0,293725.18125,1.608852,90.15625,0.0,0.0,45.0,5,20,0,62.256250000034925,95019.78750000003
1344,11:30:01,-3.014266,0.5600345,0.0,221.0,5431.0,293785.7387096774,1.608852,91.0,0.0,0.0,45.0,5,20,0,60.557459677394945,95080.34495967743
1345,11:30:02,-3.0141105,0.56316956875,0.0,221.0,5431.0,293848.08125,1.609834125,76.0625,0.0,0.0,45.0,5,20,0,62.34254032257013,95142.6875
1346,11:30:03,-3.011534,0.5631524,0.0,221.0,5431.0,293910.81935483875,1.610598,90.45161290322581,0.0,0.0,45.0,5,20,0,62.7381048387615,95205.42560483876
1347,11:30:04,-3.011534,0.5655948242424242,0.0,221.0,5431.0,293972.27878787875,1.610598,92.0,0.0,0.0,45.0,5,20,0,61.45943303999957,95266.88503787876
1348,11:30:05,-3.011534,0.5652911451612903,0.0,221.0,5431.0,294033.98387096776,1.610598,92.90322580645162,0.0,0.0,45.0,5,20,0,61.70508308900753,95328.59012096777
1349,11:30:06,-3.011534,0.5644525,0.0,221.0,5431.0,294094.2375,1.610598,92.4375,0.0,0.0,45.0,5,20,0,60.2536290322314,95388.84375
1350,11:30:07,-3.011534,0.5644525,0.0,221.0,5431.0,294156.8303030303,1.610598,91.75757575757575,0.0,0.0,45.0,5,20,0,62.592803030333016,95451.43655303033
1351,11:30:08,-3.011534,0.5644525,0.0,221.0,5431.0,294216.93870967743,1.610598,91.3225806451613,0.0,0.0,45.0,5,20,0,60.108406647108495,95511.54495967744
1352,11:30:09,-3.011534,0.5644525,0.0,221.0,5431.0,294276.69375000003,1.610598,91.0,0.0,0.0,45.0,5,20,0,59.755040322605055,95571.30000000005
1353,11:30:10,-3.011534,0.5644525,0.0,222.0625,5454.375,294340.196875,1.610598,91.5625,0.0,0.0,45.0,5,20,0,63.50312499998836,95634.80312500003
1354,11:30:11,-3.011534,0.5644525,0.0,221.0,5431.0,294402.7,1.610598,92.5,0.0,0.0,45.0,5,20,0,62.50312499998836,95697.30625000002
1355,11:30:12,-3.011534,0.5644525,0.0,221.4516129032258,5436.870967741936,294465.22580645164,1.610598,92.03225806451613,0.0,0.0,45.0,5,20,0,62.525806451623794,95759.83205645165
1356,11:30:13,-3.011534,0.5644525,0.0,221.09375,5432.21875,294525.86875,1.610598,92.90625,0.0,0.0,45.0,5,20,0,60.64294354838785,95820.47500000003
1357,11:30:14,-3.011534,0.5644525,0.0,221.0,5431.0,294587.6612903226,1.610598,93.0,0.0,0.0,45.0,5,20,0,61.79254032258177,95882.26754032262
1358,11:30:15,-3.0117043125,0.566085234375,0.0,221.0,5431.0,294649.421875,1.609963625,93.0,0.0,0.0,45.0,5,20,0,61.760584677394945,95944.02812500001
1359,11:30:16,-3.012506838709678,0.5647744,0.0,221.90322580645162,5443.580645161291,294710.7032258065,1.609786,92.29032258064517,0.0,0.0,45.0,5,20,0,61.28135080647189,96005.30947580648
1360,11:30:17,-3.015652,0.5647744,0.0,221.75,5449.375,294770.0625,1.609786,91.375,0.0,0.0,45.0,5,20,0,59.35927419352811,96064.66875000001
1361,11:30:18,-3.02455725,0.5762273984375,0.0,224.0,5507.625,294832.99375,1.61465075,44.3125,0.0,0.0,45.0,5,20,0,62.93125000002328,96127.60000000003
1362,11:30:19,-3.006164,0.58375685,0.0,218.34375,5359.6875,294894.5875,1.617814,78.90625,0.0,0.0,45.0,5,20,0,61.59375,96189.19375000003
1363,11:30:20,-3.003563,0.5831252419354839,0.0,217.16129032258064,5337.5161290322585,294956.2967741935,1.617814,90.45161290322581,0.0,0.0,45.0,5,20,0,61.709274193504825,96250.90302419354
1364,11:30:21,-3.003563,0.5838382,0.0,216.75,5325.53125,295015.1125,1.617814,91.0,0.0,0.0,45.0,5,20,0,58.81572580646025,96309.71875
1365,11:30:22,-3.0058388750000002,0.584285040625,0.0,216.75,5325.8125,295077.059375,1.617814,89.78125,0.0,0.0,45.0,5,20,0,61.94687500002328,96371.66562500002
1366,11:30:23,-3.00478221875,0.5851381,0.0,216.75,5325.8125,295137.175,1.617814,89.8125,0.0,0.0,45.0,5,20,0,60.11562499997672,96431.78125
1367,11:30:24,-3.005660580645161,0.5851380999999999,0.0,216.61290322580646,5322.419354838709,295196.4548387097,1.617814,89.45161290322581,0.0,0.0,45.0,5,20,0,59.279838709684554,96491.06108870968
1368,11:30:25,-3.003888125,0.5851381,0.0,216.75,5325.8125,295255.49375,1.617814,90.53125,0.0,0.0,45.0,5,20,0,59.03891129035037,96550.10000000003
1369,11:30:26,-3.006164,0.5850162343749999,0.0,217.0,5332.0,295316.39375,1.617814,89.40625,0.0,0.0,45.0,5,20,0,60.899999999965075,96611.0
1370,11:30:27,-3.006164,0.5845510483870968,0.0,216.61290322580646,5322.419354838709,295375.98709677416,1.617814,89.0,0.0,0.0,45.0,5,20,0,59.59334677417064,96670.59334677417
1371,11:30:28,-3.006469125,0.59142059375,0.038421105,237.0625,5833.65625,295440.240625,1.616219,88.9375,36.65625,40.375,45.0,5,20,0,64.25352822581772,96734.84687499999
1372,11:30:29,-3.009357,0.5927892,0.0,217.03125,5333.875,295500.721875,1.615726,90.9375,0.0,0.0,45.0,5,20,0,60.48125000001164,96795.328125
1373,11:30:30,-3.0070086129032254,0.5927892,0.0,216.70967741935485,5324.8387096774195,295562.3870967742,1.615726,92.25806451612904,0.0,0.0,45.0,5,20,0,61.665221774193924,96856.9933467742
1374,11:30:31,-3.006757,0.59104240625,0.0,216.75,5325.8125,295621.225,1.615726,93.0,0.0,0.0,45.0,5,20,0,58.837903225794435,96915.83124999999
1375,11:30:32,-3.006757,0.5914893,0.0,216.75,5325.8125,295681.325,1.615726,93.0,0.0,0.0,45.0,5,20,0,60.100000000034925,96975.93125000002
1376,11:30:33,-3.0085182903225807,0.5918247838709678,0.0,216.61290322580646,5322.419354838709,295740.34193548386,1.615726,92.19354838709677,0.0,0.0,45.0,5,20,0,59.016935483843554,97034.94818548387
1377,11:30:34,-3.009357,0.5940893,0.0,216.75,5325.8125,295802.05,1.615726,91.0,0.0,0.0,45.0,5,20,0,61.70806451613316,97096.65625
1378,11:30:35,-3.009357,0.5926268,0.0,216.65625,5323.34375,295862.48124999995,1.615726,90.96875,0.0,0.0,45.0,5,20,0,60.431249999965075,97157.08749999997
1379,11:30:36,-3.009357,0.5927473645161291,0.0,218.96774193548387,5373.290322580645,295923.2419354839,1.615726,90.0,0.0,0.0,45.0,5,20,0,60.760685483925045,97217.84818548389
1380,11:30:37,-3.009357,0.5940893,0.0,218.3125,5361.125,295984.121875,1.615726,89.0625,0.0,0.0,45.0,5,65535,0,60.87993951613316,97278.72812500002
1381,11:30:38,-3.009357,0.5940893,0.0,216.71875,5327.09375,296044.925,1.615726,89.34375,0.0,0.0,45.0,5,20,0,60.80312499997672,97339.53125
1382,11:30:39,-3.0086021612903227,0.5940893,0.0,216.61290322580646,5317.4838709677415,296106.74516129034,1.615726,89.74193548387096,0.0,0.0,45.0,5,20,0,61.82016129035037,97401.35141129035
1383,11:30:40,-3.006757,0.5940893,0.0,216.75,5325.8125,296165.70625,1.615726,91.75,0.0,0.0,45.0,5,20,0,58.96108870964963,97460.3125
1384,11:30:41,-3.006757,0.5937538161290322,0.0,216.61290322580646,5322.419354838709,296224.9612903226,1.615726,92.6774193548387,0.0,0.0,45.0,5,20,0,59.255040322605055,97519.5675403226
1385,11:30:42,-3.00662340625,0.592264025,0.0,217.0,5333.5,296285.06875,1.615726,76.0625,0.0,0.0,45.0,5,20,0,60.107459677383304,97579.67499999999
1386,11:30:43,-3.006532,0.5927941,0.0,216.6875,5323.875,296346.0875,1.615726,87.0,0.0,0.0,45.0,5,20,0,61.018750000046566,97640.69375000003
1387,11:30:44,-3.0088281451612904,0.576310920967742,0.0,219.48387096774192,5382.064516129032,296406.8806451613,1.614036806451613,76.03225806451613,0.0,0.0,45.0,5,20,0,60.79314516129671,97701.48689516133
1388,11:30:45,-3.0078456874999997,0.5916386265625,0.0,216.6875,5325.75,296467.328125,1.6154590625,79.9375,0.0,0.0,45.0,5,20,0,60.44747983868001,97761.93437500001
1389,11:30:46,-3.007541,0.5918417874999999,0.0,217.0,5332.0,296528.6125,1.615674,91.75,0.0,0.0,45.0,5,20,0,61.28437499998836,97823.21875
1390,11:30:47,-3.007541,0.5920252677419354,0.0,216.61290322580646,5322.419354838709,296587.6161290322,1.615674,92.19354838709677,0.0,0.0,45.0,5,20,0,59.0036290322314,97882.22237903223
1391,11:30:48,-3.0084753749999997,0.5939543,0.0,217.0,5332.0,296648.0375,1.615674,91.0625,0.0,0.0,45.0,5,20,0,60.42137096775696,97942.64374999999
1392,11:30:49,-3.008841,0.5939543,0.0,216.75,5325.8125,296708.86875,1.615674,90.6875,0.0,0.0,45.0,5,20,0,60.831250000046566,98003.47500000003
1393,11:30:50,-3.008841,0.5939543,0.0,217.0,5332.0,296768.59375,1.615674,91.0,0.0,0.0,45.0,5,20,0,59.72499999997672,98063.20000000001
1394,11:30:51,-3.008841,0.5939543,0.0,216.61290322580646,5322.419354838709,296827.85806451616,1.615674,91.0,0.0,0.0,45.0,5,20,0,59.264314516156446,98122.46431451617
1395,11:30:52,-3.008841,0.5939543,0.0,218.40625,5358.8125,296890.259375,1.615674,91.0,0.0,0.0,45.0,5,20,0,62.40131048386684,98184.86562500003
1396,11:30:53,-3.008841,0.5939543,0.0,217.09375,5338.34375,296950.36874999997,1.615674,90.46875,0.0,0.0,45.0,5,20,0,60.10937499994179,98244.97499999998
1397,11:30:54,-3.0099778387096774,0.5984999258064516,0.0,217.0,5332.806451612903,297012.2032258065,1.6149328064516129,91.0,0.0,0.0,45.0,5,20,0,61.834475806506816,98306.80947580648
1398,11:30:55,-3.010671375,0.595480996875,0.0,216.75,5325.8125,297071.925,1.614823,91.53125,0.0,0.0,45.0,5,20,0,59.72177419351647,98366.53125
1399,11:30:56,-3.012987,0.5968623,0.0,216.75,5325.8125,297132.303125,1.614823,90.03125,0.0,0.0,45.0,5,20,0,60.37812499998836,98426.90937499999
1400,11:30:57,-3.012987,0.5968623,0.0,216.75,5325.8125,297192.346875,1.614823,88.625,0.0,0.0,45.0,5,20,0,60.04375000001164,98486.953125
1401,11:30:58,-3.0113095806451615,0.5968623,0.0,216.90322580645162,5330.645161290323,297253.03225806454,1.614823,90.64516129032258,0.0,0.0,45.0,5,20,0,60.685383064555936,98547.63850806456
1402,11:30:59,-3.01177240625,0.6182290921875,0.112099221875,244.0625,6013.03125,297315.74375,1.614823,91.5625,112.09375,112.09375,44.46875,5,20,0,62.71149193547899,98610.35000000003
1403,11:31:00,-3.019084451612903,0.664860464516129,0.0,219.03225806451613,5378.935483870968,297381.0419354838,1.6156678387096772,92.0,0.0,0.0,45.0,5,20,0,65.29818548378535,98675.64818548382
1404,11:31:01,-3.017742,0.6673399,0.0,218.15625,5360.9375,297442.66250000003,1.616569,92.0,0.0,0.0,45.0,5,20,0,61.620564516226295,98737.26875000005
1405,11:31:02,-3.017742,0.66693365,0.0,217.59375,5345.375,297502.90625,1.616569,91.625,0.0,0.0,45.0,5,20,0,60.243749999965075,98797.51250000001
1406,11:31:03,-3.01814825,0.66872118125,0.0,217.375,5340.65625,297563.428125,1.616569,90.375,0.0,0.0,45.0,5,20,0,60.52187499997672,98858.03437499999
1407,11:31:04,-3.019042,0.6693895193548387,0.0,217.3548387096774,5341.1612903225805,297623.664516129,1.616569,89.25806451612904,0.0,0.0,45.0,5,20,0,60.23639112903038,98918.27076612902
1408,11:31:05,-3.019042,0.6688024,0.0,217.0625,5333.9375,297681.765625,1.616569,90.0,0.0,0.0,45.0,5,20,0,58.1011088709929,98976.37187500001
1409,11:31:06,-3.01879834375,0.6688024,0.0,216.5,5319.625,297742.8375,1.616569,90.75,0.0,0.0,45.0,5,20,0,61.07187500002328,99037.44375000003
1410,11:31:07,-3.0164449375,0.6688454312500001,0.001435805625,216.9375,5330.3125,297804.284375,1.6165593125,92.0,1.3125,1.5625,45.0,5,20,0,61.446874999965075,99098.890625
1411,11:31:08,-3.0178825161290326,0.6709517516129032,0.011115914516129031,219.3548387096774,5395.645161290323,297865.0096774194,1.6170354193548389,91.48387096774194,10.161290322580646,12.096774193548388,45.0,5,20,0,60.72530241939239,99159.61592741939
1412,11:31:09,-3.019203,0.677480675,0.0,218.0625,5348.71875,297926.15625,1.6193084687500001,89.59375,0.0,0.0,45.0,5,20,0,61.14657258061925,99220.76250000001
1413,11:31:10,-3.018024875,0.6762213,0.0,216.84375,5327.875,297986.0125,1.619363,89.90625,0.0,0.0,45.0,5,20,0,59.85625000001164,99280.61875000002
1414,11:31:11,-3.017903,0.6762213,0.0,217.0,5332.0,298047.37187499995,1.619363,90.34375,0.0,0.0,45.0,5,20,0,61.35937499994179,99341.97812499997
