t_global_s,edge_idx,u,v,tau,delta_frac,frac,x,y,edge_distance,slowdown_idx,t_pred_s,e_pred_J,e_cum_J,ref_speed,ref_power_W,step_dist_m,Speed,accel_mps2
17,3,25,23,0.1666666716337204,0.1158250942826271,0.1158250942826271,-3.0819068642809784,3.9495553129442493,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1352.8188730875654,0.298873646875,0.0,0.30000000000000016,0.30000000000000016,5.551115123125783e-17
18,3,25,23,0.3333333432674408,0.14311672747135162,0.25894182175397873,-3.0787457514505774,4.2495386580913985,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1427.473561604818,0.2984417612903225,0.0,0.30000000000000027,0.30000000000000027,1.1102230246251565e-16
19,3,25,23,0.5,0.17034918069839478,0.4292910024523735,-3.0689932532752686,4.549380097487858,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1502.1282501220708,0.298860353125,0.0,0.30000000000000016,0.30000000000000016,-1.1102230246251565e-16
20,3,25,23,0.6666666865348816,0.19464275240898132,0.6239337548613548,-3.051673050790979,4.848879697797948,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1576.7829386393234,0.299192734375,0.0,0.3000000000000003,0.3000000000000003,1.6653345369377348e-16
21,3,25,23,0.8333333134651184,0.1998770385980606,0.8238107934594154,-3.026601502554527,5.147830224589635,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1651.4376271565761,0.298195628125,0.0,0.30000000000000004,0.30000000000000004,-2.7755575615628914e-16
22,3,25,23,1.0,0.17618924379348755,1.0,-2.994701577487886,5.446129394519326,0.9280086159706116,0.0,5.777348518371582,447.9281311035156,1726.0923156738288,0.2986476225806452,0.0,0.2999999999999998,0.2999999999999998,-2.220446049250313e-16
23,4,23,20,0.1666666716337204,0.09304279834032059,0.09304279834032059,-2.9650727950389246,5.744662701288591,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,1799.0258636474616,0.29796965,0.0,0.3,0.3,1.6653345369377348e-16
24,4,23,20,0.3333333432674408,0.12868043780326843,0.22172323614358902,-2.9382752418010645,6.043463456208093,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,1871.9594116210944,0.2982754125,0.0,0.3000000000000004,0.3000000000000004,3.885780586188048e-16
25,4,23,20,0.5,0.1648642122745514,0.3865874484181404,-2.914569013456238,6.342525347357171,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,1944.8929595947272,0.2975085838709677,0.0,0.30000000000000016,0.30000000000000016,-2.220446049250313e-16
26,4,23,20,0.6666666865348816,0.20033256709575653,0.5869200155138969,-2.893915463311768,6.6418135543858305,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,2017.82650756836,0.29864765,0.0,0.3000000000000001,0.3000000000000001,-5.551115123125783e-17
